1001|969|-1|bgp
1002|210630|-1|bgp
1002|22951|-1|bgp
1003|1828|0|bgp
1003|6939|0|bgp
1004|13627|0|bgp
1004|200080|-1|bgp
1007|136471|-1|bgp
101|10430|-1|bgp
101|11548|-1|bgp
101|11649|-1|bgp
101|11956|-1|bgp
101|13476|-1|bgp
101|137409|0|bgp
101|14221|-1|bgp
101|14954|-1|bgp
101|151420|0|bgp
101|17200|-1|bgp
101|1798|0|bgp
101|18106|0|bgp
101|1828|0|bgp
101|19014|-1|bgp
101|2152|0|bgp
101|2153|0|bgp
101|22335|0|bgp
101|22388|0|bgp
101|22972|-1|bgp
101|24482|0|bgp
101|2497|0|bgp
101|293|0|bgp
101|3130|0|bgp
101|32097|0|bgp
101|3428|-1|bgp
101|34927|0|bgp
101|35280|0|bgp
101|36351|0|bgp
101|38001|0|bgp
101|3807|-1|bgp
101|394256|0|bgp
101|40272|-1|bgp
101|4181|0|bgp
101|4193|-1|bgp
101|4600|0|bgp
101|47065|-1|bgp
101|53472|-1|bgp
101|53828|0|bgp
101|58511|0|bgp
101|59105|0|bgp
101|63927|0|bgp
101|6423|0|bgp
101|64247|-1|bgp
101|6939|0|bgp
101|73|-1|bgp
101|7774|-1|bgp
101|852|0|bgp
101|9002|0|bgp
101|945|0|bgp
101|9505|0|bgp
1024|6939|0|bgp
1025|1828|0|bgp
1025|36289|-1|bgp
1025|945|0|bgp
1030|3216|0|bgp
1031|10099|0|bgp
1031|10217|0|bgp
1031|10310|0|bgp
1031|10674|0|bgp
1031|11260|0|bgp
1031|11280|0|bgp
1031|11686|0|bgp
1031|11722|0|bgp
1031|11767|0|bgp
1031|11796|0|bgp
1031|12041|0|bgp
1031|12200|0|bgp
1031|12290|0|bgp
1031|12322|0|bgp
1031|12390|0|bgp
1031|12399|0|bgp
1031|1239|0|bgp
1031|12488|0|bgp
1031|12552|0|bgp
1031|1267|0|bgp
1031|12703|0|bgp
1031|12713|0|bgp
1031|12759|0|bgp
1031|12779|0|bgp
1031|12850|0|bgp
1031|12969|0|bgp
1031|13005|0|bgp
1031|13122|0|bgp
1031|13150|0|bgp
1031|13208|0|bgp
1031|13213|0|bgp
1031|132203|0|bgp
1031|132337|0|bgp
1031|13237|0|bgp
1031|13285|0|bgp
1031|132876|0|bgp
1031|133352|0|bgp
1031|13335|0|bgp
1031|13360|0|bgp
1031|133815|0|bgp
1031|13414|0|bgp
1031|13489|0|bgp
1031|13536|0|bgp
1031|136907|0|bgp
1031|13727|0|bgp
1031|137367|0|bgp
1031|137409|0|bgp
1031|13760|0|bgp
1031|13768|0|bgp
1031|13786|0|bgp
1031|138915|0|bgp
1031|13896|0|bgp
1031|13984|0|bgp
1031|14061|0|bgp
1031|14127|0|bgp
1031|14537|0|bgp
1031|14593|0|bgp
1031|14630|0|bgp
1031|14979|0|bgp
1031|15133|0|bgp
1031|15280|0|bgp
1031|15447|0|bgp
1031|1547|0|bgp
1031|15606|0|bgp
1031|15654|0|bgp
1031|15695|0|bgp
1031|15766|0|bgp
1031|15802|0|bgp
1031|15830|0|bgp
1031|16082|0|bgp
1031|16164|0|bgp
1031|16247|0|bgp
1031|16265|0|bgp
1031|16276|0|bgp
1031|16303|0|bgp
1031|16347|0|bgp
1031|16353|0|bgp
1031|16376|0|bgp
1031|16509|0|bgp
1031|16552|0|bgp
1031|16637|0|bgp
1031|16735|0|bgp
1031|17088|0|bgp
1031|17378|0|bgp
1031|17450|0|bgp
1031|17557|0|bgp
1031|17639|0|bgp
1031|17727|0|bgp
1031|17886|0|bgp
1031|18059|0|bgp
1031|18106|0|bgp
1031|18119|0|bgp
1031|1820|0|bgp
1031|18283|0|bgp
1031|1828|0|bgp
1031|18450|0|bgp
1031|18978|0|bgp
1031|19151|0|bgp
1031|19189|0|bgp
1031|1921|0|bgp
1031|19318|0|bgp
1031|19531|0|bgp
1031|19551|0|bgp
1031|19679|0|bgp
1031|196881|0|bgp
1031|197440|0|bgp
1031|197669|0|bgp
1031|197898|0|bgp
1031|197981|0|bgp
1031|198440|0|bgp
1031|198554|0|bgp
1031|198736|0|bgp
1031|198781|0|bgp
1031|198930|0|bgp
1031|199335|0|bgp
1031|199452|0|bgp
1031|199481|0|bgp
1031|199524|0|bgp
1031|199659|0|bgp
1031|199713|0|bgp
1031|199716|0|bgp
1031|199775|0|bgp
1031|199790|0|bgp
1031|199938|0|bgp
1031|200070|0|bgp
1031|200612|0|bgp
1031|200700|0|bgp
1031|200781|0|bgp
1031|20080|0|bgp
1031|201126|0|bgp
1031|201261|0|bgp
1031|201277|0|bgp
1031|2018|0|bgp
1031|201933|0|bgp
1031|202020|0|bgp
1031|202053|0|bgp
1031|202282|0|bgp
1031|20253|0|bgp
1031|202596|0|bgp
1031|202885|0|bgp
1031|20326|0|bgp
1031|203372|0|bgp
1031|203416|0|bgp
1031|203421|0|bgp
1031|203568|0|bgp
1031|203582|0|bgp
1031|203851|0|bgp
1031|20388|0|bgp
1031|204558|0|bgp
1031|204598|0|bgp
1031|20473|0|bgp
1031|205389|0|bgp
1031|205479|0|bgp
1031|20565|0|bgp
1031|205675|0|bgp
1031|205771|0|bgp
1031|205892|0|bgp
1031|205917|0|bgp
1031|205975|0|bgp
1031|206067|0|bgp
1031|206324|0|bgp
1031|206347|0|bgp
1031|206483|0|bgp
1031|206509|0|bgp
1031|206530|0|bgp
1031|206626|0|bgp
1031|20681|0|bgp
1031|206924|0|bgp
1031|206934|0|bgp
1031|206999|0|bgp
1031|207044|0|bgp
1031|20712|0|bgp
1031|207456|0|bgp
1031|20764|0|bgp
1031|207841|0|bgp
1031|207995|0|bgp
1031|20799|0|bgp
1031|20804|0|bgp
1031|208189|0|bgp
1031|208414|0|bgp
1031|20860|0|bgp
1031|208621|0|bgp
1031|208636|0|bgp
1031|208802|0|bgp
1031|20915|0|bgp
1031|209326|0|bgp
1031|20940|0|bgp
1031|209505|0|bgp
1031|210062|0|bgp
1031|210627|0|bgp
1031|210874|0|bgp
1031|21099|0|bgp
1031|211029|0|bgp
1031|211307|0|bgp
1031|211393|0|bgp
1031|211501|0|bgp
1031|211597|0|bgp
1031|212109|0|bgp
1031|212263|0|bgp
1031|212483|0|bgp
1031|212655|0|bgp
1031|21267|0|bgp
1031|212694|0|bgp
1031|213054|0|bgp
1031|213094|0|bgp
1031|2134|0|bgp
1031|21351|0|bgp
1031|21559|0|bgp
