date,hour,source_as,target_as,emissions_length_SP,emissions_total_SP,emissions_path_SP,emissions_length_LE,emissions_total_LE,emissions_path_LE,emission_difference
2023-01-10,0,31134-SI-103,1267-IT-21,2,818.3499999999999,31134-SI-103 -> 5603-SI-061 -> 1267-IT-21,2,818.3499999999999,31134-SI-103 -> 5603-SI-061 -> 1267-IT-21,0.0
2023-01-10,0,20710-NL-,29119-ES-CT,2,314.44,20710-NL- -> 4455-FR- -> 29119-ES-CT,2,314.44,20710-NL- -> 4455-FR- -> 29119-ES-CT,0.0
2023-01-10,0,20917-FR-IDF,41951-FR-,2,73.89,20917-FR-IDF -> 5511-FR- -> 41951-FR-,2,73.89,20917-FR-IDF -> 5511-FR- -> 41951-FR-,0.0
2023-01-10,0,42515-IT-62,8544-CY-01,2,1422.22,42515-IT-62 -> 1267-IT- -> 8544-CY-01,2,1422.22,42515-IT-62 -> 1267-IT- -> 8544-CY-01,0.0
2023-01-10,0,49285-BE-,43012-SE-D,2,124.4,49285-BE- -> 1299-SE- -> 43012-SE-D,2,124.4,49285-BE- -> 1299-SE- -> 43012-SE-D,0.0
2023-01-10,0,49844-FR-,56665-LU-LU,2,187.68,49844-FR- -> 4455-FR- -> 56665-LU-LU,2,187.68,49844-FR- -> 4455-FR- -> 56665-LU-LU,0.0
2023-01-10,0,6830-IE-L,22918-SE-,2,185.13,6830-IE-L -> 1299-SE- -> 22918-SE-,2,185.13,6830-IE-L -> 1299-SE- -> 22918-SE-,0.0
2023-01-10,0,211882-FR-,202829-ES-AN,2,128.37,211882-FR- -> 4455-FR- -> 202829-ES-AN,2,128.37,211882-FR- -> 4455-FR- -> 202829-ES-AN,0.0
2023-01-10,0,205184-DE-,20886-DE-NW,2,818.14,205184-DE- -> 1299-SE- -> 20886-DE-NW,2,818.14,205184-DE- -> 1299-SE- -> 20886-DE-NW,0.0
2023-01-10,0,12931-DE-BY,24940-DE-BW,2,1167.31,12931-DE-BY -> 1239-US- -> 24940-DE-BW,2,1167.31,12931-DE-BY -> 1239-US-VA -> 24940-DE-BW,0.0
2023-01-10,0,199163-DE-,209216-DE-HE,2,1211.43,199163-DE- -> 3320-DE-BW -> 209216-DE-HE,2,1211.43,199163-DE- -> 3320-DE-NW -> 209216-DE-HE,0.0
2023-01-10,0,25441-IE-,6834-DK-84,2,389.38,25441-IE- -> 4455-FR- -> 6834-DK-84,2,389.38,25441-IE- -> 4455-FR- -> 6834-DK-84,0.0
2023-01-10,0,8881-DE-NW,200308-FR-,2,438.96,8881-DE-NW -> 1299-SE- -> 200308-FR-,2,438.96,8881-DE-NW -> 1299-SE- -> 200308-FR-,0.0
2023-01-10,0,29314-PL-14,212021-SE-M,2,902.62,29314-PL-14 -> 2119-SE-AB -> 212021-SE-M,2,902.62,29314-PL-14 -> 2119-SE-AB -> 212021-SE-M,0.0
2023-01-10,0,207044-IE-C,24940-FI-18,2,287.47,207044-IE-C -> 4455-FR- -> 24940-FI-18,2,287.47,207044-IE-C -> 4455-FR- -> 24940-FI-18,0.0
2023-01-10,0,31287-BG-22,8473-SE-AB,2,517.04,31287-BG-22 -> 1299-SE- -> 8473-SE-AB,2,517.04,31287-BG-22 -> 1299-SE- -> 8473-SE-AB,0.0
2023-01-10,0,205112-DE-NW,208689-AT-,2,668.79,205112-DE-NW -> 3330-AT- -> 208689-AT-,2,668.79,205112-DE-NW -> 3330-AT- -> 208689-AT-,0.0
2023-01-10,0,49127-NL-NH,49222-SE-,2,231.74,49127-NL-NH -> 1299-SE- -> 49222-SE-,2,231.74,49127-NL-NH -> 1299-SE- -> 49222-SE-,0.0
2023-01-10,0,288-DE-,25198-RO-,2,705.46,288-DE- -> 3257-GB-ENG -> 25198-RO-,2,705.46,288-DE- -> 3257-GB-ENG -> 25198-RO-,0.0
2023-01-10,0,25540-FR-,57112-NL-NB,2,245.85,25540-FR- -> 1299-SE- -> 57112-NL-NB,2,245.85,25540-FR- -> 1299-SE- -> 57112-NL-NB,0.0
2023-01-10,0,201962-DE-,15557-FR-ARA,2,453.07,201962-DE- -> 4455-FR- -> 15557-FR-ARA,2,453.07,201962-DE- -> 4455-FR- -> 15557-FR-ARA,0.0
2023-01-10,0,31550-DE-RP,20918-DE-BB,2,1211.43,31550-DE-RP -> 3320-DE-BW -> 20918-DE-BB,2,1211.43,31550-DE-RP -> 3320-DE-NW -> 20918-DE-BB,0.0
2023-01-10,0,12731-DE-HH,47754-SE-,2,424.85,12731-DE-HH -> 1299-SE- -> 47754-SE-,2,424.85,12731-DE-HH -> 1299-SE- -> 47754-SE-,0.0
2023-01-10,0,8544-CY-01,39603-PL-14,2,1787.98,8544-CY-01 -> 1299-SE- -> 39603-PL-14,2,1787.98,8544-CY-01 -> 1299-SE- -> 39603-PL-14,0.0
2023-01-10,0,201568-HU-BU,43467-DE-,2,654.95,201568-HU-BU -> 1299-SE- -> 43467-DE-,2,654.95,201568-HU-BU -> 1299-SE- -> 43467-DE-,0.0
2023-01-10,0,199434-DE-,48299-FI-,2,513.0799999999999,199434-DE- -> 1299-SE- -> 48299-FI-,2,513.0799999999999,199434-DE- -> 1299-SE- -> 48299-FI-,0.0
2023-01-10,0,394382-SE-,200873-IT-,2,284.21000000000004,394382-SE- -> 1299-SE- -> 200873-IT-,2,284.21000000000004,394382-SE- -> 1299-SE- -> 200873-IT-,0.0
2023-01-10,0,14061-DE-HE,209323-FR-,2,438.96,14061-DE-HE -> 1299-SE- -> 209323-FR-,2,438.96,14061-DE-HE -> 1299-SE- -> 209323-FR-,0.0
2023-01-10,0,35574-IT-62,205166-SE-AB,2,284.21,35574-IT-62 -> 1299-SE- -> 205166-SE-AB,2,284.21,35574-IT-62 -> 1299-SE- -> 205166-SE-AB,0.0
2023-01-10,0,35717-FR-IDF,199976-ES-,2,128.37,35717-FR-IDF -> 4455-FR- -> 199976-ES-,2,128.37,35717-FR-IDF -> 4455-FR- -> 199976-ES-,0.0
2023-01-10,0,57723-PL-14,43885-ES-PV,2,985.32,57723-PL-14 -> 4455-FR- -> 43885-ES-PV,2,985.32,57723-PL-14 -> 4455-FR- -> 43885-ES-PV,0.0
2023-01-10,0,205493-IT-,31087-IT-,2,789.51,205493-IT- -> 1267-IT- -> 31087-IT-,2,789.51,205493-IT- -> 1267-IT- -> 31087-IT-,0.0
2023-01-10,0,203489-IT-45,202196-NL-NH,2,484.39,203489-IT-45 -> 1299-SE- -> 202196-NL-NH,2,484.39,203489-IT-45 -> 1299-SE- -> 202196-NL-NH,0.0
2023-01-10,0,41327-IT-82,16128-FR-,2,298.32,41327-IT-82 -> 1299-SE- -> 16128-FR-,2,298.32,41327-IT-82 -> 1299-SE- -> 16128-FR-,0.0
2023-01-10,0,50467-PL-02,210026-IT-,2,1155.27,50467-PL-02 -> 1299-SE- -> 210026-IT-,2,1155.27,50467-PL-02 -> 1299-SE- -> 210026-IT-,0.0
2023-01-10,0,51865-IE-,208476-NL-NH,2,429.42,51865-IE- -> 3214-GB-ENG -> 208476-NL-NH,2,429.42,51865-IE- -> 3214-GB-ENG -> 208476-NL-NH,0.0
2023-01-10,0,202120-NL-NH,62313-SE-AB,2,231.74,202120-NL-NH -> 1299-SE- -> 62313-SE-AB,2,231.74,202120-NL-NH -> 1299-SE- -> 62313-SE-AB,0.0
2023-01-10,0,54253-IE-L,12709-MT-56,2,542.6700000000001,54253-IE-L -> 1299-SE- -> 12709-MT-56,2,542.6700000000001,54253-IE-L -> 1299-SE- -> 12709-MT-56,0.0
2023-01-10,0,196755-BE-WAL,14722-SE-,2,124.4,196755-BE-WAL -> 1299-SE- -> 14722-SE-,2,124.4,196755-BE-WAL -> 1299-SE- -> 14722-SE-,0.0
2023-01-10,0,20710-NL-,213018-FR-IDF,2,259.96,20710-NL- -> 4455-FR- -> 213018-FR-IDF,2,259.96,20710-NL- -> 4455-FR- -> 213018-FR-IDF,0.0
2023-01-10,0,47583-NL-DR,30781-FR-IDF,2,245.85,47583-NL-DR -> 1299-SE- -> 30781-FR-IDF,2,245.85,47583-NL-DR -> 1299-SE- -> 30781-FR-IDF,0.0
2023-01-10,0,24635-DE-HE,208606-DE-NW,2,1211.43,24635-DE-HE -> 3320-DE-BW -> 208606-DE-NW,2,1211.43,24635-DE-HE -> 3320-DE-NW -> 208606-DE-NW,0.0
2023-01-10,0,209081-DE-BW,198205-DE-NI,2,1211.43,209081-DE-BW -> 3320-DE-BW -> 198205-DE-NI,2,1211.43,209081-DE-BW -> 3320-DE-NW -> 198205-DE-NI,0.0
2023-01-10,0,47467-SE-G,6769-LT-VL,2,149.5,47467-SE-G -> 1257-SE-AB -> 6769-LT-VL,2,149.5,47467-SE-G -> 1257-SE-AB -> 6769-LT-VL,0.0
2023-01-10,0,211666-AT-,9009-RO-,2,512.0,211666-AT- -> 1764-AT- -> 9009-RO-,2,512.0,211666-AT- -> 1764-AT-9 -> 9009-RO-,0.0
2023-01-10,0,13110-PL-30,13150-DE-HE,2,1295.91,13110-PL-30 -> 1299-SE- -> 13150-DE-HE,2,1295.91,13110-PL-30 -> 1299-SE- -> 13150-DE-HE,0.0
2023-01-10,0,31165-PL-,20763-PL-10,2,2644.74,31165-PL- -> 5617-PL-02 -> 20763-PL-10,2,2644.74,31165-PL- -> 5617-PL-14 -> 20763-PL-10,0.0
2023-01-10,0,5410-FR-ARA,47754-FR-,2,59.78,5410-FR-ARA -> 1299-SE- -> 47754-FR-,2,59.78,5410-FR-ARA -> 1299-SE- -> 47754-FR-,0.0
2023-01-10,0,41236-RO-,41832-RO-,2,741.0600000000001,41236-RO- -> 5606-RO- -> 41832-RO-,2,741.0600000000001,41236-RO- -> 5606-RO-B -> 41832-RO-,0.0
2023-01-10,0,44447-SE-BD,42251-SE-T,2,31.56,44447-SE-BD -> 3301-SE-AB -> 42251-SE-T,2,31.56,44447-SE-BD -> 3301-SE-AB -> 42251-SE-T,0.0
2023-01-10,0,39790-CZ-,197451-CZ-52,2,1545.2400000000002,39790-CZ- -> 2852-CZ-10 -> 197451-CZ-52,2,1545.2400000000002,39790-CZ- -> 2852-CZ-10 -> 197451-CZ-52,0.0
2023-01-10,0,39526-BE-,15935-CZ-63,2,628.96,39526-BE- -> 1299-SE- -> 15935-CZ-63,2,628.96,39526-BE- -> 1299-SE- -> 15935-CZ-63,0.0
2023-01-10,0,48408-BE-VLG,39912-AT-2,2,246.37,48408-BE-VLG -> 1299-SE- -> 39912-AT-2,2,246.37,48408-BE-VLG -> 1299-SE- -> 39912-AT-2,0.0
2023-01-10,0,12709-MT-51,29447-FR-,2,403.21,12709-MT-51 -> 1299-SE- -> 29447-FR-,2,403.21,12709-MT-51 -> 1299-SE- -> 29447-FR-,0.0
2023-01-10,0,31242-PL-24,60806-PL-12,2,2122.85,31242-PL-24 -> 3356-US- -> 60806-PL-12,2,2122.85,31242-PL-24 -> 3356-US-CA -> 60806-PL-12,0.0
2023-01-10,0,203724-DE-HE,47515-AT-,2,668.79,203724-DE-HE -> 1764-AT- -> 47515-AT-,2,668.79,203724-DE-HE -> 1764-AT-9 -> 47515-AT-,0.0
2023-01-10,0,22822-DE-HE,3302-IT-52,2,691.61,22822-DE-HE -> 4455-FR- -> 3302-IT-52,2,691.61,22822-DE-HE -> 4455-FR- -> 3302-IT-52,0.0
2023-01-10,0,35548-DE-,29014-DE-,2,818.14,35548-DE- -> 1299-SE- -> 29014-DE-,2,818.14,35548-DE- -> 1299-SE- -> 29014-DE-,0.0
2023-01-10,0,44512-IT-32,55256-FR-IDF,2,312.43,44512-IT-32 -> 4455-FR- -> 55256-FR-IDF,2,312.43,44512-IT-32 -> 4455-FR- -> 55256-FR-IDF,0.0
2023-01-10,0,39855-ES-MD,199434-DE-,2,493.44,39855-ES-MD -> 1299-SE- -> 199434-DE-,2,493.44,39855-ES-MD -> 1299-SE- -> 199434-DE-,0.0
2023-01-10,0,5398-IT-25,20917-FR-IDF,2,312.43,5398-IT-25 -> 4455-FR- -> 20917-FR-IDF,2,312.43,5398-IT-25 -> 4455-FR- -> 20917-FR-IDF,0.0
2023-01-10,0,198726-DE-BY,24724-PL-,2,1295.91,198726-DE-BY -> 1299-SE- -> 24724-PL-,2,1295.91,198726-DE-BY -> 1299-SE- -> 24724-PL-,0.0
2023-01-10,0,51580-IT-,3262-ES-CT,2,366.91,51580-IT- -> 4455-FR- -> 3262-ES-CT,2,366.91,51580-IT- -> 4455-FR- -> 3262-ES-CT,0.0
2023-01-10,0,202550-ES-CT,208414-SE-,2,100.15,202550-ES-CT -> 1299-SE- -> 208414-SE-,2,100.15,202550-ES-CT -> 1299-SE- -> 208414-SE-,0.0
2023-01-10,0,199244-HR-,29244-BG-02,2,877.63,199244-HR- -> 1299-SE- -> 29244-BG-02,2,877.63,199244-HR- -> 1299-SE- -> 29244-BG-02,0.0
2023-01-10,0,202766-ES-AN,210111-CZ-,2,618.82,202766-ES-AN -> 4455-FR- -> 210111-CZ-,2,618.82,202766-ES-AN -> 4455-FR- -> 210111-CZ-,0.0
2023-01-10,0,34431-PL-14,51879-PL-22,2,2644.74,34431-PL-14 -> 5617-PL-02 -> 51879-PL-22,2,2644.74,34431-PL-14 -> 5617-PL-14 -> 51879-PL-22,0.0
2023-01-10,0,22822-DE-HE,202605-CZ-71,2,943.52,22822-DE-HE -> 4455-FR- -> 202605-CZ-71,2,943.52,22822-DE-HE -> 4455-FR- -> 202605-CZ-71,0.0
2023-01-10,0,39702-DE-BW,201731-SE-,2,424.85,39702-DE-BW -> 1299-SE- -> 201731-SE-,2,424.85,39702-DE-BW -> 1299-SE- -> 201731-SE-,0.0
2023-01-10,0,49285-BE-,12843-DE-BW,2,517.69,49285-BE- -> 1299-SE- -> 12843-DE-BW,2,517.69,49285-BE- -> 1299-SE- -> 12843-DE-BW,0.0
2023-01-10,0,24641-CZ-,208591-ES-,2,604.71,24641-CZ- -> 1299-SE- -> 208591-ES-,2,604.71,24641-CZ- -> 1299-SE- -> 208591-ES-,0.0
2023-01-10,0,202046-DE-BW,29119-ES-MC,2,493.44,202046-DE-BW -> 1299-SE- -> 29119-ES-MC,2,493.44,202046-DE-BW -> 1299-SE- -> 29119-ES-MC,0.0
2023-01-10,0,57684-DE-,211286-DE-,2,1211.43,57684-DE- -> 3320-DE-BW -> 211286-DE-,2,1211.43,57684-DE- -> 3320-DE-NW -> 211286-DE-,0.0
2023-01-10,0,207044-IE-M,25151-NL-,2,399.42,207044-IE-M -> 4455-FR- -> 25151-NL-,2,399.42,207044-IE-M -> 4455-FR- -> 25151-NL-,0.0
2023-01-10,0,8540-AT-3,2906-DE-HE,2,560.9300000000001,8540-AT-3 -> 4455-FR- -> 2906-DE-HE,2,560.9300000000001,8540-AT-3 -> 4455-FR- -> 2906-DE-HE,0.0
2023-01-10,0,31027-DK-84,49222-SE-,2,221.7,31027-DK-84 -> 1299-SE- -> 49222-SE-,2,221.7,31027-DK-84 -> 1299-SE- -> 49222-SE-,0.0
2023-01-10,0,44901-BG-22,57353-DE-RP,2,910.33,44901-BG-22 -> 1299-SE- -> 57353-DE-RP,2,910.33,44901-BG-22 -> 1299-SE- -> 57353-DE-RP,0.0
2023-01-10,0,20886-DE-NW,25198-RO-,2,661.35,20886-DE-NW -> 1299-SE- -> 25198-RO-,2,661.35,20886-DE-NW -> 1299-SE- -> 25198-RO-,0.0
2023-01-10,0,1888-NL-UT,20940-DE-HE,2,825.21,1888-NL-UT -> 1103-NL- -> 20940-DE-HE,2,825.21,1888-NL-UT -> 1103-NL-NH -> 20940-DE-HE,0.0
2023-01-10,0,50319-NL-NH,60068-DE-HE,2,625.03,50319-NL-NH -> 1299-SE- -> 60068-DE-HE,2,625.03,50319-NL-NH -> 1299-SE- -> 60068-DE-HE,0.0
2023-01-10,0,201869-SE-AB,207322-SE-,2,31.56,201869-SE-AB -> 3301-SE-AB -> 207322-SE-,2,31.56,201869-SE-AB -> 3301-SE-AB -> 207322-SE-,0.0
2023-01-10,0,25248-CZ-10,20647-DE-,2,929.41,25248-CZ-10 -> 1299-SE- -> 20647-DE-,2,929.41,25248-CZ-10 -> 1299-SE- -> 20647-DE-,0.0
2023-01-10,0,6855-SK-NI,25220-DE-,2,614.29,6855-SK-NI -> 1299-SE- -> 25220-DE-,2,614.29,6855-SK-NI -> 1299-SE- -> 25220-DE-,0.0
2023-01-10,0,206266-DE-,12748-DE-NI,2,1211.43,206266-DE- -> 3320-DE-BW -> 12748-DE-NI,2,1211.43,206266-DE- -> 3320-DE-NW -> 12748-DE-NI,0.0
2023-01-10,0,17071-NL-,201460-NL-NH,2,446.03,17071-NL- -> 702-FR-IDF -> 201460-NL-NH,2,446.03,17071-NL- -> 702-FR-IDF -> 201460-NL-NH,0.0
