source_as,target_as,path_length,emissions,path
41414-RO-B,3301-SE-AB,3,539.6199999999999,41414-RO-B -> 5606-RO- -> 1299-SE- -> 3301-SE-AB
49659-SK-,29014-DE-,3,650.6800000000001,49659-SK- -> 5578-SK- -> 1299-SE- -> 29014-DE-
203210-PL-10,209551-DE-BW,3,1435.44,203210-PL-10 -> 5617-PL-02 -> 1299-SE- -> 209551-DE-BW
29037-DE-,21441-SI-159,3,837.6800000000001,29037-DE- -> 3320-DE-BW -> 5603-SI-061 -> 21441-SI-159
42640-RO-,51621-ES-CT,3,651.8699999999999,42640-RO- -> 5606-RO- -> 1299-SE- -> 51621-ES-CT
31087-IT-21,62020-SE-C,3,514.8,31087-IT-21 -> 1267-IT- -> 3399-SE-AB -> 62020-SE-C
12843-DE-,43492-PL-22,3,1435.44,12843-DE- -> 1299-SE- -> 5617-PL-02 -> 43492-PL-22
49419-SE-,31404-AT-9,3,112.57,49419-SE- -> 1257-SE-AB -> 1299-SE- -> 31404-AT-9
51512-PT-11,57350-PT-,3,584.08,51512-PT-11 -> 2860-PT-11 -> 1930-PT-11 -> 57350-PT-
3457-SE-,15383-BE-BRU,3,150.34,3457-SE- -> 702-FR-IDF -> 5511-FR- -> 15383-BE-BRU
60893-NL-UT,2281-IE-,3,553.19,60893-NL-UT -> 1299-SE- -> 5511-FR- -> 2281-IE-
205809-NL-NH,16001-DE-BW,3,536.86,205809-NL-NH -> 1299-SE- -> 3320-DE-BW -> 16001-DE-BW
34428-IT-,51184-AT-6,3,474.08,34428-IT- -> 1299-SE- -> 1764-AT- -> 51184-AT-6
16024-DE-NW,47487-DE-,3,842.44,16024-DE-NW -> 3209-DE-BW -> 3320-DE-BW -> 47487-DE-
43037-CZ-,59675-DE-BB,3,906.89,43037-CZ- -> 4455-FR- -> 3209-DE-BW -> 59675-DE-BB
60068-CZ-10,24845-DE-NW,3,886.41,60068-CZ-10 -> 1299-SE- -> 3209-DE-BW -> 24845-DE-NW
24641-CZ-52,203426-SE-,3,468.0100000000001,24641-CZ-52 -> 1299-SE- -> 2119-SE-AB -> 203426-SE-
201785-DE-BE,48097-DE-,3,740.1700000000001,201785-DE-BE -> 5405-AT-9 -> 3320-DE-BW -> 48097-DE-
42176-IT-,20585-FR-,3,555.76,42176-IT- -> 1267-IT- -> 702-FR-IDF -> 20585-FR-
15817-DE-,31285-DE-,3,842.44,15817-DE- -> 3320-DE-BW -> 3209-DE-BW -> 31285-DE-
56381-DE-HE,8535-PL-,3,1435.44,56381-DE-HE -> 1299-SE- -> 5617-PL-02 -> 8535-PL-
12479-ES-AN,56481-SI-133,3,552.01,12479-ES-AN -> 4455-FR- -> 5603-SI-061 -> 56481-SI-133
50533-DE-,25107-LV-RIX,3,482.18000000000006,50533-DE- -> 1299-SE- -> 5518-LV- -> 25107-LV-RIX
209226-BE-WAL,21227-SE-,3,213.12,209226-BE-WAL -> 2611-BE- -> 3399-SE-AB -> 21227-SE-
48153-DE-SN,8554-FR-PAC,3,465.0,48153-DE-SN -> 3320-DE-BW -> 5511-FR- -> 8554-FR-PAC
15704-ES-AN,43066-DE-SN,3,536.29,15704-ES-AN -> 1299-SE- -> 3320-DE-BW -> 43066-DE-SN
196752-NL-,205199-SE-O,3,118.46,196752-NL- -> 1299-SE- -> 2119-SE-AB -> 205199-SE-O
45012-DE-,44767-IT-,3,836.82,45012-DE- -> 3223-NL-NH -> 1267-IT- -> 44767-IT-
41340-SE-,13280-IE-M,3,419.89,41340-SE- -> 3301-SE-AB -> 1299-SE- -> 13280-IE-M
28839-AT-9,41528-SE-,3,219.5,28839-AT-9 -> 1764-AT- -> 1299-SE- -> 41528-SE-
12888-DE-,61352-DE-,3,633.24,12888-DE- -> 1299-SE- -> 3320-DE-BW -> 61352-DE-
200377-DE-BW,47527-DK-82,3,474.14,200377-DE-BW -> 3320-DE-BW -> 3292-DK-82 -> 47527-DK-82
211857-RO-B,31086-IT-72,3,1048.78,211857-RO-B -> 5606-RO- -> 1267-IT- -> 31086-IT-72
7246-IE-L,43205-BG-22,3,725.3,7246-IE-L -> 5400-FR-IDF -> 5511-FR- -> 43205-BG-22
41880-DE-HH,8523-SE-E,3,235.32,41880-DE-HH -> 702-FR-IDF -> 1299-SE- -> 8523-SE-E
8243-DE-HE,8217-IT-25,3,744.48,8243-DE-HE -> 702-FR-IDF -> 1267-IT- -> 8217-IT-25
12844-FR-BFC,205332-RO-CJ,3,313.59,12844-FR-BFC -> 5410-FR-ARA -> 1299-SE- -> 205332-RO-CJ
210048-ES-AR,51822-FR-,3,250.62,210048-ES-AR -> 3262-ES-CT -> 1299-SE- -> 51822-FR-
12460-DE-,398149-FR-,3,444.52,12460-DE- -> 3320-DE-BW -> 1299-SE- -> 398149-FR-
206276-ES-VC,28685-NL-NB,3,364.0100000000001,206276-ES-VC -> 4455-FR- -> 1136-NL-GE -> 28685-NL-NB
198696-PL-22,209578-SE-D,3,1226.2400000000002,198696-PL-22 -> 5617-PL-02 -> 1299-SE- -> 209578-SE-D
56898-NL-NH,30917-HU-BU,3,584.8,56898-NL-NH -> 3223-NL-NH -> 5483-HU-BU -> 30917-HU-BU
7589-SE-,205308-PL-,3,1226.2400000000002,7589-SE- -> 1299-SE- -> 5617-PL-02 -> 205308-PL-
208621-DE-HE,57030-DK-83,3,285.42,208621-DE-HE -> 4455-FR- -> 3292-DK-82 -> 57030-DK-83
15960-DE-,47491-SE-M,3,214.84,15960-DE- -> 1299-SE- -> 1257-SE-AB -> 47491-SE-M
39233-IE-,50271-PT-11,3,729.59,39233-IE- -> 4455-FR- -> 2860-PT-11 -> 50271-PT-11
50441-DE-NW,34059-HU-FE,3,777.56,50441-DE-NW -> 3320-DE-BW -> 5483-HU-BU -> 34059-HU-FE
203053-RO-B,39351-NL-NH,3,652.4399999999999,203053-RO-B -> 5606-RO- -> 1299-SE- -> 39351-NL-NH
57337-ES-MD,41486-RO-B,3,651.8699999999999,57337-ES-MD -> 1299-SE- -> 5606-RO- -> 41486-RO-B
39771-FR-,48256-HR-21,3,374.04,39771-FR- -> 1299-SE- -> 5391-HR-21 -> 48256-HR-21
203038-SE-,50171-SE-BD,3,5.64,203038-SE- -> 3399-SE-AB -> 1257-SE-AB -> 50171-SE-BD
29119-ES-MC,39583-FR-,3,179.32999999999998,29119-ES-MC -> 5511-FR- -> 3215-FR- -> 39583-FR-
21010-PL-,44103-NL-FL,3,1339.0600000000002,21010-PL- -> 5617-PL-02 -> 1299-SE- -> 44103-NL-FL
203525-IT-,52030-IT-,3,1023.96,203525-IT- -> 3269-IT-21 -> 1267-IT- -> 52030-IT-
49981-NL-ZH,47127-FR-,3,179.89999999999998,49981-NL-ZH -> 5511-FR- -> 3215-FR- -> 47127-FR-
5617-PL-12,35110-IT-77,3,1125.1,5617-PL-12 -> 1299-SE- -> 137-IT- -> 35110-IT-77
205332-IT-25,207637-AT-9,3,474.08,205332-IT-25 -> 1299-SE- -> 1764-AT- -> 207637-AT-9
30132-NL-,34530-PL-12,3,1339.06,30132-NL- -> 1299-SE- -> 5617-PL-02 -> 34530-PL-12
49709-IT-88,34549-DE-,3,724.0,49709-IT-88 -> 1267-IT- -> 1299-SE- -> 34549-DE-
5404-AT-5,39743-DE-HE,3,541.52,5404-AT-5 -> 1764-AT- -> 3223-NL-NH -> 39743-DE-HE
48777-DE-,204988-DK-,3,474.14,48777-DE- -> 3320-DE-BW -> 3292-DK-82 -> 204988-DK-
39392-CZ-,196897-AT-7,3,681.87,39392-CZ- -> 1299-SE- -> 3330-AT- -> 196897-AT-7
43655-ES-CT,34465-NL-ZH,3,342.96,43655-ES-CT -> 3262-ES-CT -> 1299-SE- -> 34465-NL-ZH
3917-NL-NH,202347-IT-78,3,506.34,3917-NL-NH -> 2686-NL- -> 4455-FR- -> 202347-IT-78
197593-DE-BY,3249-EE-37,3,458.1,197593-DE-BY -> 5539-DE- -> 1299-SE- -> 3249-EE-37
15728-PL-14,60385-ES-MD,3,1338.4900000000002,15728-PL-14 -> 5617-PL-02 -> 1299-SE- -> 60385-ES-MD
43351-SI-159,12853-DE-,3,837.68,43351-SI-159 -> 5603-SI-061 -> 3320-DE-BW -> 12853-DE-
57744-NL-,213275-DE-NW,3,649.6800000000001,57744-NL- -> 1136-NL-GE -> 3320-DE-BW -> 213275-DE-NW
44277-RO-HR,50441-DE-MV,3,867.79,44277-RO-HR -> 5483-HU-BU -> 3320-DE-BW -> 50441-DE-MV
47249-DK-85,198551-FR-IDF,3,96.7,47249-DK-85 -> 3292-DK-82 -> 4455-FR- -> 198551-FR-IDF
59951-SE-W,208757-CZ-PR,3,468.01,59951-SE-W -> 3301-SE-AB -> 1299-SE- -> 208757-CZ-PR
56937-SK-BL,20552-PL-30,3,1051.7800000000002,56937-SK-BL -> 5578-SK- -> 1299-SE- -> 20552-PL-30
60344-DE-HH,204704-DE-,3,740.1700000000001,60344-DE-HH -> 680-DE- -> 5405-AT-9 -> 204704-DE-
31621-PL-,204201-DE-,3,1034.34,31621-PL- -> 1299-SE- -> 3320-DE-BW -> 204201-DE-
28788-NL-,209633-FI-15,3,139.98,28788-NL- -> 1299-SE- -> 1759-FI-18 -> 209633-FI-15
34482-DK-84,12293-SE-,3,55.74,34482-DK-84 -> 3292-DK-82 -> 1299-SE- -> 12293-SE-
52092-CZ-64,197843-SI-133,3,902.13,52092-CZ-64 -> 4455-FR- -> 5603-SI-061 -> 197843-SI-133
51310-PL-24,12807-FR-,3,656.9,51310-PL-24 -> 1299-SE- -> 5511-FR- -> 12807-FR-
199151-PL-32,48950-DE-BE,3,1435.44,199151-PL-32 -> 5617-PL-02 -> 1299-SE- -> 48950-DE-BE
8362-FR-IDF,205809-FR-IDF,3,67.08,8362-FR-IDF -> 5511-FR- -> 1299-SE- -> 205809-FR-IDF
202395-SE-,199772-ES-,3,230.14,202395-SE- -> 1299-SE- -> 3262-ES-CT -> 199772-ES-
16024-DE-NW,202708-BE-,3,527.7800000000001,16024-DE-NW -> 3209-DE-BW -> 1299-SE- -> 202708-BE-
29217-SE-,8220-IT-25,3,260.22,29217-SE- -> 3301-SE-AB -> 1299-SE- -> 8220-IT-25
211884-SI-186,43033-DE-,3,837.68,211884-SI-186 -> 5603-SI-061 -> 3320-DE-BW -> 43033-DE-
57911-DE-,60893-NL-,3,536.86,57911-DE- -> 3320-DE-BW -> 1299-SE- -> 60893-NL-
51402-DE-BY,60509-RO-B,3,748.8199999999999,51402-DE-BY -> 1299-SE- -> 5606-RO- -> 60509-RO-B
57057-AT-,206908-CZ-10,3,1144.24,57057-AT- -> 1764-AT- -> 5610-CZ-10 -> 206908-CZ-10
41494-RO-,202730-DE-,3,594.6500000000001,41494-RO- -> 3223-NL-NH -> 1299-SE- -> 202730-DE-
2541-SE-,25006-ES-,3,230.14,2541-SE- -> 1299-SE- -> 2134-ES- -> 25006-ES-
208834-EE-37,39038-EE-,3,107.82,208834-EE-37 -> 1257-SE-AB -> 2586-EE-37 -> 39038-EE-
39077-DE-,196752-NL-,3,536.86,39077-DE- -> 3209-DE-BW -> 1299-SE- -> 196752-NL-
1764-AT-9,209226-BE-BRU,3,340.53000000000003,1764-AT-9 -> 4455-FR- -> 2611-BE- -> 209226-BE-BRU
62024-EE-37,8523-SE-,3,73.75999999999999,62024-EE-37 -> 3221-EE-37 -> 1299-SE- -> 8523-SE-
46616-SE-,204179-SE-,3,5.64,46616-SE- -> 3301-SE-AB -> 3399-SE-AB -> 204179-SE-
6834-DK-81,204028-DE-,3,469.5700000000001,6834-DK-81 -> 4455-FR- -> 3209-DE-BW -> 204028-DE-
203990-NL-NH,204689-IT-,3,393.52,203990-NL-NH -> 5400-FR-IDF -> 1299-SE- -> 204689-IT-
24690-HU-BU,9067-DE-,3,777.5600000000001,24690-HU-BU -> 5483-HU-BU -> 3320-DE-BW -> 9067-DE-
8309-FR-IDF,34656-PL-,3,1267.2,8309-FR-IDF -> 5511-FR- -> 5617-PL-02 -> 34656-PL-
44865-AT-9,204007-DE-HE,3,541.52,44865-AT-9 -> 1764-AT- -> 3223-NL-NH -> 204007-DE-HE
198543-SK-BL,42369-FR-PAC,3,482.44,198543-SK-BL -> 5578-SK- -> 4455-FR- -> 42369-FR-PAC
3214-DE-HE,204899-PL-14,3,1435.44,3214-DE-HE -> 1299-SE- -> 5617-PL-02 -> 204899-PL-14
6805-DE-HH,213331-BE-BRU,3,442.8,6805-DE-HH -> 4455-FR- -> 2611-BE- -> 213331-BE-BRU
198870-DE-,212632-SE-BD,3,424.0400000000001,198870-DE- -> 3320-DE-BW -> 1257-SE-AB -> 212632-SE-BD
147049-DE-BE,29494-DE-MV,3,633.24,147049-DE-BE -> 1299-SE- -> 3209-DE-BW -> 29494-DE-MV
31167-FR-IDF,34311-NL-NH,3,179.9,31167-FR-IDF -> 5511-FR- -> 5400-FR-IDF -> 34311-NL-NH
59543-NL-NH,1126-NL-,3,364.58,59543-NL-NH -> 2686-NL- -> 4455-FR- -> 1126-NL-
48299-FR-IDF,34453-DE-BY,3,444.52,48299-FR-IDF -> 1299-SE- -> 3320-DE-BW -> 34453-DE-BY
29535-PL-,41136-SE-,3,615.9399999999999,29535-PL- -> 1299-SE- -> 1257-SE-AB -> 41136-SE-
8723-FR-,212039-FR-,3,87.56,8723-FR- -> 5511-FR- -> 3215-FR- -> 212039-FR-
25146-SE-,49046-BE-BRU,3,213.12,25146-SE- -> 2119-SE-AB -> 2611-BE- -> 49046-BE-BRU
1902-SK-,50862-NL-NB,3,658.4000000000001,1902-SK- -> 3320-DE-BW -> 1136-NL-GE -> 50862-NL-NB
51929-SE-T,16171-IE-M,3,440.37,51929-SE-T -> 2119-SE-AB -> 4455-FR- -> 16171-IE-M
205848-DE-HE,204302-SE-AB,3,214.84,205848-DE-HE -> 1299-SE- -> 3301-SE-AB -> 204302-SE-AB
209570-SE-AC,205184-DE-,3,214.84,209570-SE-AC -> 3301-SE-AB -> 1299-SE- -> 205184-DE-
205988-FR-NOR,33873-DE-,3,276.28000000000003,205988-FR-NOR -> 5511-FR- -> 5400-FR-IDF -> 33873-DE-
24589-LV-RIX,213096-IT-21,3,648.47,24589-LV-RIX -> 1299-SE- -> 1267-IT- -> 213096-IT-21
51496-DE-BY,13205-NL-GE,3,557.34,51496-DE-BY -> 3320-DE-BW -> 5400-FR-IDF -> 13205-NL-GE
205834-SE-,35661-FR-IDF,3,26.12,205834-SE- -> 1257-SE-AB -> 1299-SE- -> 35661-FR-IDF
51079-PL-10,47273-PL-12,3,1836.54,51079-PL-10 -> 1299-SE- -> 5617-PL-02 -> 47273-PL-12
210283-CZ-,198605-DE-HE,3,1139.58,210283-CZ- -> 1299-SE- -> 5610-CZ-10 -> 198605-DE-HE
33951-PL-18,31550-DE-BW,3,1034.34,33951-PL-18 -> 1299-SE- -> 3320-DE-BW -> 31550-DE-BW
9150-NL-NH,211737-DE-BW,3,536.86,9150-NL-NH -> 1299-SE- -> 3320-DE-BW -> 211737-DE-BW
8873-SE-,25466-SE-AB,3,5.64,8873-SE- -> 1257-SE-AB -> 1299-SE- -> 25466-SE-AB
48314-DE-,207311-PL-20,3,1455.92,48314-DE- -> 5511-FR- -> 5617-PL-02 -> 207311-PL-20
31105-PL-,200845-ES-AN,3,1338.4900000000002,31105-PL- -> 5617-PL-02 -> 1299-SE- -> 200845-ES-AN
15962-SK-BC,41941-DE-HE,3,662.44,15962-SK-BC -> 5511-FR- -> 3320-DE-BW -> 41941-DE-HE
197802-PT-10,47648-FR-GES,3,335.82,197802-PT-10 -> 2860-PT-11 -> 4455-FR- -> 47648-FR-GES
58065-FI-18,204172-CZ-,3,941.14,58065-FI-18 -> 1299-SE- -> 5610-CZ-10 -> 204172-CZ-
15726-DE-,52075-FR-IDF,3,465.0,15726-DE- -> 3209-DE-BW -> 4455-FR- -> 52075-FR-IDF
31399-DE-,5504-CY-02,3,1049.78,31399-DE- -> 3320-DE-BW -> 1299-SE- -> 5504-CY-02
44103-DE-,24727-SK-BL,3,650.6800000000001,44103-DE- -> 1299-SE- -> 5578-SK- -> 24727-SK-BL
20565-FR-BFC,28753-DE-,3,255.8,20565-FR-BFC -> 5511-FR- -> 1299-SE- -> 28753-DE-
210679-SE-AB,51053-DE-HE,3,424.04,210679-SE-AB -> 2119-SE-AB -> 3320-DE-BW -> 51053-DE-HE
203936-ES-AN,57693-AT-9,3,444.5700000000001,203936-ES-AN -> 3223-NL-NH -> 1764-AT- -> 57693-AT-9
203613-PL-02,210937-FR-,3,1246.7200000000005,203613-PL-02 -> 5617-PL-02 -> 1299-SE- -> 210937-FR-
2280-FR-HDF,43682-EE-,3,60.18,2280-FR-HDF -> 1299-SE- -> 1257-SE-AB -> 43682-EE-
197564-SE-AB,60063-DE-NW,3,424.04,197564-SE-AB -> 1257-SE-AB -> 3320-DE-BW -> 60063-DE-NW
35033-DK-84,203736-SE-C,3,55.74,35033-DK-84 -> 3292-DK-82 -> 2119-SE-AB -> 203736-SE-C
47872-BG-,29141-DE-,3,708.97,47872-BG- -> 5511-FR- -> 3320-DE-BW -> 29141-DE-
158-SE-,57938-RO-IF,3,539.6199999999999,158-SE- -> 1299-SE- -> 5606-RO- -> 57938-RO-IF
28984-SI-011,42312-DE-,3,837.68,28984-SI-011 -> 5603-SI-061 -> 3320-DE-BW -> 42312-DE-
28753-DE-NW,9175-DE-NW,3,633.24,28753-DE-NW -> 1299-SE- -> 3320-DE-BW -> 9175-DE-NW
198206-DK-84,20552-PL-30,3,666.0400000000001,198206-DK-84 -> 3292-DK-82 -> 1299-SE- -> 20552-PL-30
31510-AT-7,197075-IT-62,3,479.97,31510-AT-7 -> 3223-NL-NH -> 1299-SE- -> 197075-IT-62
2860-PT-11,42697-DK-,3,220.83000000000004,2860-PT-11 -> 4455-FR- -> 3292-DK-82 -> 42697-DK-
8315-NL-,39373-DE-BE,3,536.86,8315-NL- -> 1299-SE- -> 3209-DE-BW -> 39373-DE-BE
200363-IE-L,13287-ES-VC,3,966.87,200363-IE-L -> 2110-IE-L -> 4455-FR- -> 13287-ES-VC
15726-DE-NW,21467-DE-,3,842.44,15726-DE-NW -> 3209-DE-BW -> 3320-DE-BW -> 21467-DE-
8499-GR-,34471-ES-VC,3,797.27,8499-GR- -> 1241-GR-B -> 4455-FR- -> 34471-ES-VC
398826-DE-HE,197308-SE-,3,327.6600000000001,398826-DE-HE -> 3223-NL-NH -> 1299-SE- -> 197308-SE-
39180-FR-ARA,3457-DE-,3,255.8,39180-FR-ARA -> 1299-SE- -> 702-FR-IDF -> 3457-DE-
48910-DE-HE,198522-PL-02,3,1435.44,48910-DE-HE -> 1299-SE- -> 5617-PL-02 -> 198522-PL-02
24849-GR-,48283-NL-,3,890.1800000000001,24849-GR- -> 1241-GR-B -> 1140-NL- -> 48283-NL-
57593-PL-22,8953-RO-NT,3,1493.23,57593-PL-22 -> 5617-PL-02 -> 1299-SE- -> 8953-RO-NT
203373-DK-84,60264-DE-NI,3,474.14,203373-DK-84 -> 3292-DK-82 -> 3320-DE-BW -> 60264-DE-NI
33828-DE-,16099-AT-6,3,428.7000000000001,33828-DE- -> 1299-SE- -> 1764-AT- -> 16099-AT-6
41564-SK-BL,197840-PL-12,3,1444.16,41564-SK-BL -> 1299-SE- -> 5617-PL-02 -> 197840-PL-12
47583-NL-DR,13130-DE-HE,3,348.14,47583-NL-DR -> 1299-SE- -> 5400-FR-IDF -> 13130-DE-HE
203865-DE-BW,12414-NL-GE,3,536.86,203865-DE-BW -> 3209-DE-BW -> 1299-SE- -> 12414-NL-GE
209315-SE-,201042-BE-VLG,3,109.38,209315-SE- -> 1257-SE-AB -> 1299-SE- -> 201042-BE-VLG
199544-SE-,206276-ES-NC,3,138.37,199544-SE- -> 3399-SE-AB -> 4455-FR- -> 206276-ES-NC
35699-ES-CB,3331-DE-SH,3,439.91,35699-ES-CB -> 3223-NL-NH -> 1299-SE- -> 3331-DE-SH
57337-ES-MD,209740-DE-,3,536.29,57337-ES-MD -> 1299-SE- -> 3320-DE-BW -> 209740-DE-
62000-FR-IDF,207861-FR-,3,87.56,62000-FR-IDF -> 5511-FR- -> 3215-FR- -> 207861-FR-
58328-SK-ZI,198507-FR-IDF,3,482.44,58328-SK-ZI -> 5578-SK- -> 4455-FR- -> 198507-FR-IDF
197621-PL-,8218-FR-IDF,3,1246.7200000000005,197621-PL- -> 5617-PL-02 -> 1299-SE- -> 8218-FR-IDF
12874-IT-62,210137-DE-BY,3,489.9,12874-IT-62 -> 1299-SE- -> 702-FR-IDF -> 210137-DE-BY
48514-SE-O,3214-DE-HE,3,239.89,48514-SE-O -> 1653-SE- -> 2603-DK- -> 3214-DE-HE
6855-SK-PV,25053-AT-9,3,437.4200000000001,6855-SK-PV -> 1299-SE- -> 1764-AT- -> 25053-AT-9
60344-DE-HH,62204-DE-MV,3,842.44,60344-DE-HH -> 680-DE- -> 3320-DE-BW -> 62204-DE-MV
13280-IE-C,198054-SE-M,3,419.8900000000001,13280-IE-C -> 1299-SE- -> 3301-SE-AB -> 198054-SE-M
205848-DE-HE,25194-BE-VLG,3,339.06000000000006,205848-DE-HE -> 1299-SE- -> 702-FR-IDF -> 25194-BE-VLG
205332-SE-AB,200739-DE-BE,3,424.04,205332-SE-AB -> 1299-SE- -> 3320-DE-BW -> 200739-DE-BE
8387-AT-6,10158-SE-,3,219.5,8387-AT-6 -> 1764-AT- -> 1299-SE- -> 10158-SE-
702-FR-IDF,204501-SI-023,3,648.96,702-FR-IDF -> 3320-DE-BW -> 5603-SI-061 -> 204501-SI-023
31067-IT-,13130-DE-HE,3,744.48,31067-IT- -> 1267-IT- -> 5400-FR-IDF -> 13130-DE-HE
48778-DE-,203740-NL-ZH,3,649.6800000000001,48778-DE- -> 3320-DE-BW -> 1136-NL-GE -> 203740-NL-ZH
205925-IT-62,210492-FR-IDF,3,535.28,205925-IT-62 -> 1267-IT- -> 1299-SE- -> 210492-FR-IDF
16302-FI-18,204411-EE-,3,50.46,16302-FI-18 -> 1299-SE- -> 1257-SE-AB -> 204411-EE-
34308-DE-HH,198581-SE-AB,3,214.84,34308-DE-HH -> 1299-SE- -> 1257-SE-AB -> 198581-SE-AB
60063-DE-NI,35028-DK-,3,449.09,60063-DE-NI -> 3320-DE-BW -> 1299-SE- -> 35028-DK-
47850-PL-06,34443-SK-BL,3,1051.78,47850-PL-06 -> 1299-SE- -> 5578-SK- -> 34443-SK-BL
205627-DE-,51184-AT-3,3,428.7000000000001,205627-DE- -> 1299-SE- -> 1764-AT- -> 51184-AT-3
211655-PL-12,5466-IE-L,3,1640.4900000000002,211655-PL-12 -> 5617-PL-02 -> 1299-SE- -> 5466-IE-L
44239-AT-,50630-DK-,3,162.67000000000002,44239-AT- -> 1299-SE- -> 3292-DK-82 -> 50630-DK-
43155-DE-NW,34465-NL-NH,3,536.86,43155-DE-NW -> 3320-DE-BW -> 1299-SE- -> 34465-NL-NH
56911-IT-78,15790-DE-,3,678.6200000000001,56911-IT-78 -> 1299-SE- -> 3320-DE-BW -> 15790-DE-
197835-IT-,204861-ES-AN,3,647.53,197835-IT- -> 5394-IT-62 -> 4455-FR- -> 204861-ES-AN
210483-SE-BD,43357-NL-NH,3,231.28,210483-SE-BD -> 2119-SE-AB -> 3214-NL-NH -> 43357-NL-NH
197000-NL-,211694-FR-ARA,3,184.47,197000-NL- -> 3292-DK-82 -> 4455-FR- -> 211694-FR-ARA
8243-DE-HE,204694-IT-72,3,744.48,8243-DE-HE -> 702-FR-IDF -> 1267-IT- -> 204694-IT-72
49498-HR-14,56672-SE-,3,353.56000000000006,49498-HR-14 -> 5391-HR-21 -> 1299-SE- -> 56672-SE-
198848-SE-AB,702-DE-HE,3,214.84,198848-SE-AB -> 3301-SE-AB -> 1299-SE- -> 702-DE-HE
15735-MT-49,205607-HR-,3,617.29,15735-MT-49 -> 1299-SE- -> 5391-HR-21 -> 205607-HR-
210892-SE-,200990-HR-,3,353.56,210892-SE- -> 1299-SE- -> 5391-HR-21 -> 200990-HR-
203889-DE-,44463-SI-043,3,837.6800000000001,203889-DE- -> 3320-DE-BW -> 5603-SI-061 -> 44463-SI-043
60917-ES-,35096-CZ-42,3,1042.63,60917-ES- -> 1299-SE- -> 5610-CZ-10 -> 35096-CZ-42
7246-IE-L,57866-NL-ZH,3,553.19,7246-IE-L -> 5400-FR-IDF -> 1299-SE- -> 57866-NL-ZH
25248-CZ-80,44392-AT-,3,788.8000000000001,25248-CZ-80 -> 1764-AT- -> 5404-AT-5 -> 44392-AT-
31550-DE-HE,44645-DE-,3,740.1700000000001,31550-DE-HE -> 3320-DE-BW -> 5405-AT-9 -> 44645-DE-
29010-DE-BW,43503-DE-,3,740.1700000000001,29010-DE-BW -> 553-DE-BW -> 5405-AT-9 -> 43503-DE-
29404-DE-HE,50410-HR-21,3,771.96,29404-DE-HE -> 3320-DE-BW -> 5391-HR-21 -> 50410-HR-21
24940-FI-18,57554-SI-,3,639.24,24940-FI-18 -> 3320-DE-BW -> 5603-SI-061 -> 57554-SI-
8437-AT-3,8769-SE-,3,321.7700000000001,8437-AT-3 -> 3320-DE-BW -> 1299-SE- -> 8769-SE-
209434-HR-21,39373-DE-TH,3,771.96,209434-HR-21 -> 5391-HR-21 -> 3320-DE-BW -> 39373-DE-TH
25149-SI-023,28977-IT-,3,928.44,25149-SI-023 -> 5603-SI-061 -> 1267-IT- -> 28977-IT-
398476-SE-,25394-DE-,3,424.04,398476-SE- -> 1299-SE- -> 3320-DE-BW -> 25394-DE-
198521-DE-,16171-IE-L,3,756.5,198521-DE- -> 1764-AT- -> 4455-FR- -> 16171-IE-L
12329-DE-NW,199893-AT-3,3,428.7000000000001,12329-DE-NW -> 1299-SE- -> 1764-AT- -> 199893-AT-3
13101-DE-SH,41643-PL-,3,1435.44,13101-DE-SH -> 1299-SE- -> 5617-PL-02 -> 41643-PL-
44549-SI-041,51265-AT-9,3,633.14,44549-SI-041 -> 5603-SI-061 -> 1764-AT- -> 51265-AT-9
209216-DE-HE,51175-PL-24,3,1034.34,209216-DE-HE -> 3320-DE-BW -> 1299-SE- -> 51175-PL-24
35065-DE-SN,211925-DE-NW,3,653.72,35065-DE-SN -> 3209-DE-BW -> 4455-FR- -> 211925-DE-NW
202017-IT-,56505-DE-HE,3,836.82,202017-IT- -> 1267-IT- -> 2686-NL- -> 56505-DE-HE
201869-SE-,59822-DE-NW,3,424.04,201869-SE- -> 2119-SE-AB -> 3320-DE-BW -> 59822-DE-NW
2541-RO-,212379-AT-,3,486.49,2541-RO- -> 1299-SE- -> 1764-AT- -> 212379-AT-
25522-AT-9,49515-SE-,3,219.5,25522-AT-9 -> 1764-AT- -> 1299-SE- -> 49515-SE-
212812-ES-,35706-SE-O,3,230.14,212812-ES- -> 3262-ES-CT -> 1299-SE- -> 35706-SE-O
210937-DE-HE,30885-RO-DB,3,748.8199999999999,210937-DE-HE -> 1299-SE- -> 5606-RO- -> 30885-RO-DB
59775-DE-,62044-FR-IDF,3,444.52,59775-DE- -> 3209-DE-BW -> 1299-SE- -> 62044-FR-IDF
5410-FR-IDF,197480-PL-20,3,1246.72,5410-FR-IDF -> 1299-SE- -> 5617-PL-02 -> 197480-PL-20
50372-DE-,12676-DE-,3,530.97,50372-DE- -> 5405-AT-9 -> 1299-SE- -> 12676-DE-
60094-SE-,2830-FR-,3,46.6,60094-SE- -> 1299-SE- -> 702-FR-IDF -> 2830-FR-
200845-ES-AN,2773-DE-BY,3,536.29,200845-ES-AN -> 1299-SE- -> 3320-DE-BW -> 2773-DE-BY
199824-AT-,41971-RO-B,3,599.31,199824-AT- -> 1764-AT- -> 3223-NL-NH -> 41971-RO-B
2119-SE-M,28952-SK-,3,685.93,2119-SE-M -> 1299-SE- -> 5610-CZ-10 -> 28952-SK-
