source_as,target_as,path_length,emissions,path
209570-SE-,29687-BG-03,3,270.09000000000003,209570-SE- -> 3301-SE-AB -> 1299-SE- -> 29687-BG-03
213238-DE-NW,60068-IT-25,3,678.6200000000001,213238-DE-NW -> 3320-DE-BW -> 1299-SE- -> 60068-IT-25
3301-SE-AB,207623-IT-,3,514.8,3301-SE-AB -> 1299-SE- -> 1267-IT- -> 207623-IT-
39505-GR-B,12801-DE-HE,3,753.4900000000001,39505-GR-B -> 1299-SE- -> 3320-DE-BW -> 12801-DE-HE
57593-PL-06,12709-MT-12,3,1489.9700000000005,57593-PL-06 -> 5617-PL-02 -> 1299-SE- -> 12709-MT-12
288-DE-,25441-IE-,3,762.3900000000001,288-DE- -> 1103-NL- -> 4455-FR- -> 25441-IE-
34878-DE-BW,34471-ES-AN,3,556.77,34878-DE-BW -> 553-DE-BW -> 4455-FR- -> 34471-ES-AN
212927-DE-HE,25441-IE-,3,762.3900000000001,212927-DE-HE -> 3223-NL-NH -> 4455-FR- -> 25441-IE-
60063-DE-NI,29024-SE-,3,424.0400000000001,60063-DE-NI -> 3320-DE-BW -> 2119-SE-AB -> 29024-SE-
57829-SE-AB,9119-SI-,3,386.42,57829-SE-AB -> 1299-SE- -> 5391-HR-21 -> 9119-SI-
2611-BE-,206613-CZ-,3,1054.6,2611-BE- -> 4455-FR- -> 5610-CZ-10 -> 206613-CZ-
199163-DE-RP,196982-PL-22,3,1435.44,199163-DE-RP -> 1299-SE- -> 5617-PL-02 -> 196982-PL-22
31167-FR-IDF,47446-DE-HH,3,465.0,31167-FR-IDF -> 5511-FR- -> 3320-DE-BW -> 47446-DE-HH
205344-FR-IDF,201523-PT-,3,335.82000000000005,205344-FR-IDF -> 4455-FR- -> 2860-PT-11 -> 201523-PT-
198043-PL-,49028-FR-,3,1246.7200000000005,198043-PL- -> 5617-PL-02 -> 1299-SE- -> 49028-FR-
201460-NL-NH,208571-DE-BW,3,557.34,201460-NL-NH -> 702-FR-IDF -> 3320-DE-BW -> 208571-DE-BW
30811-SE-,47223-PL-,3,1226.2400000000002,30811-SE- -> 1299-SE- -> 5617-PL-02 -> 47223-PL-
35028-DK-,2799-SE-,3,30.69,35028-DK- -> 1299-SE- -> 3301-SE-AB -> 2799-SE-
48151-AT-5,2036-AT-,3,433.36,48151-AT-5 -> 1764-AT- -> 1853-AT-1 -> 2036-AT-
12874-IT-62,200904-NL-NH,3,485.86000000000007,12874-IT-62 -> 1299-SE- -> 3223-NL-NH -> 200904-NL-NH
204196-NL-,201205-BE-VLG,3,355.5,204196-NL- -> 3223-NL-NH -> 4455-FR- -> 201205-BE-VLG
209991-DE-,41694-HU-,3,777.56,209991-DE- -> 3320-DE-BW -> 5483-HU-BU -> 41694-HU-
206714-EE-,25198-NL-NH,3,186.58,206714-EE- -> 3249-EE-37 -> 1299-SE- -> 25198-NL-NH
62390-RO-B,199059-CZ-,3,1197.37,62390-RO-B -> 1299-SE- -> 5610-CZ-10 -> 199059-CZ-
210792-DK-,205202-AT-,3,269.6,210792-DK- -> 3292-DK-82 -> 1764-AT- -> 205202-AT-
205403-SI-,209830-DE-BE,3,837.68,205403-SI- -> 5603-SI-061 -> 3320-DE-BW -> 209830-DE-BE
8908-FR-IDF,3223-RO-,3,334.07,8908-FR-IDF -> 3215-FR- -> 5511-FR- -> 3223-RO-
200030-ES-VC,212082-DE-HE,3,460.39,200030-ES-VC -> 4455-FR- -> 3223-NL-NH -> 212082-DE-HE
49763-FR-IDF,60893-NL-NH,3,159.42000000000002,49763-FR-IDF -> 5511-FR- -> 1299-SE- -> 60893-NL-NH
35574-IT-62,209894-DE-,3,576.35,35574-IT-62 -> 1299-SE- -> 5405-AT-9 -> 209894-DE-
13110-PL-30,13068-AT-9,3,829.8000000000001,13110-PL-30 -> 1299-SE- -> 1764-AT- -> 13068-AT-9
1113-AT-6,51088-NL-,3,439.25,1113-AT-6 -> 1853-AT-1 -> 1764-AT- -> 51088-NL-
62377-PL-24,51224-DE-,3,937.96,62377-PL-24 -> 2686-NL- -> 1299-SE- -> 51224-DE-
29010-DE-BW,206133-DK-84,3,474.14,29010-DE-BW -> 553-DE-BW -> 3292-DK-82 -> 206133-DK-84
679-AT-,198726-DE-BW,3,535.63,679-AT- -> 1853-AT-1 -> 1764-AT- -> 198726-DE-BW
59949-HU-,34154-DE-RP,3,498.53,59949-HU- -> 1299-SE- -> 5405-AT-9 -> 34154-DE-RP
44002-CZ-10,51567-DE-MV,3,886.41,44002-CZ-10 -> 1299-SE- -> 3320-DE-BW -> 51567-DE-MV
197927-ES-,60422-DK-,3,188.47000000000003,197927-ES- -> 4455-FR- -> 3292-DK-82 -> 60422-DK-
28725-CZ-71,60756-IT-,3,977.17,28725-CZ-71 -> 1299-SE- -> 1267-IT- -> 60756-IT-
202681-SE-,25481-DE-,3,235.32,202681-SE- -> 1299-SE- -> 5400-FR-IDF -> 25481-DE-
204373-PL-24,48299-SE-,3,1226.2400000000002,204373-PL-24 -> 5617-PL-02 -> 1299-SE- -> 48299-SE-
58038-RO-,57695-NL-NH,3,675.03,58038-RO- -> 5483-HU-BU -> 3223-NL-NH -> 57695-NL-NH
41281-SE-,198568-SE-F,3,5.64,41281-SE- -> 3399-SE-AB -> 1257-SE-AB -> 198568-SE-F
207355-DK-85,47447-DE-,3,264.94,207355-DK-85 -> 3342-DK- -> 1299-SE- -> 47447-DE-
43897-DE-,202892-DK-,3,474.14,43897-DE- -> 3320-DE-BW -> 3292-DK-82 -> 202892-DK-
205137-DE-MV,19755-SE-,3,424.0400000000001,205137-DE-MV -> 3320-DE-BW -> 1299-SE- -> 19755-SE-
1267-IT-75,8285-LV-,3,527.5600000000001,1267-IT-75 -> 1299-SE- -> 5518-LV- -> 8285-LV-
35548-DE-NW,9016-PL-12,3,1435.44,35548-DE-NW -> 1299-SE- -> 5617-PL-02 -> 9016-PL-12
12678-CZ-10,13130-DE-,3,697.69,12678-CZ-10 -> 1299-SE- -> 5400-FR-IDF -> 13130-DE-
202547-SI-039,49408-SE-,3,419.28,202547-SI-039 -> 5603-SI-061 -> 2119-SE-AB -> 49408-SE-
47310-PT-01,20847-NL-,3,428.16,47310-PT-01 -> 2860-PT-11 -> 4455-FR- -> 20847-NL-
208283-EE-,1492-SE-,3,73.75999999999999,208283-EE- -> 3221-EE-37 -> 1299-SE- -> 1492-SE-
50014-PL-02,25075-PL-14,3,2446.84,50014-PL-02 -> 5617-PL-02 -> 1887-PL-14 -> 25075-PL-14
62000-FR-IDF,47322-PL-12,3,1267.2,62000-FR-IDF -> 5511-FR- -> 5617-PL-02 -> 47322-PL-12
47295-DE-,21333-IT-21,3,933.2,47295-DE- -> 3209-DE-BW -> 1267-IT- -> 21333-IT-21
39373-DE-BE,34878-DE-,3,842.44,39373-DE-BE -> 3209-DE-BW -> 553-DE-BW -> 34878-DE-
2285-FR-,28979-DE-,3,465.0,2285-FR- -> 5511-FR- -> 3320-DE-BW -> 28979-DE-
25394-DE-HE,207448-SE-O,3,424.0400000000001,25394-DE-HE -> 3320-DE-BW -> 1257-SE-AB -> 207448-SE-O
203581-DK-84,20845-HU-PE,3,232.5,203581-DK-84 -> 3292-DK-82 -> 1299-SE- -> 20845-HU-PE
39731-SE-D,60269-SE-AB,3,5.64,39731-SE-D -> 1257-SE-AB -> 2119-SE-AB -> 60269-SE-AB
5405-NL-NH,199893-AT-9,3,332.32000000000005,5405-NL-NH -> 1299-SE- -> 1764-AT- -> 199893-AT-9
30923-PL-04,35096-CZ-,3,1540.68,30923-PL-04 -> 1299-SE- -> 5610-CZ-10 -> 35096-CZ-
42638-DK-84,5405-AT-9,3,162.67000000000002,42638-DK-84 -> 3292-DK-82 -> 1299-SE- -> 5405-AT-9
39137-SE-,51733-DE-NW,3,424.04,39137-SE- -> 1257-SE-AB -> 3320-DE-BW -> 51733-DE-NW
199839-BE-BRU,204101-SE-,3,109.38,199839-BE-BRU -> 1299-SE- -> 1257-SE-AB -> 204101-SE-
201737-PL-08,199839-BE-BRU,3,1329.9800000000002,201737-PL-08 -> 5617-PL-02 -> 1299-SE- -> 199839-BE-BRU
198632-EE-74,201984-BE-VLG,3,177.5,198632-EE-74 -> 3249-EE-37 -> 1299-SE- -> 201984-BE-VLG
44407-FR-IDF,212567-DE-,3,342.25,44407-FR-IDF -> 1299-SE- -> 5405-AT-9 -> 212567-DE-
42303-SE-,199998-BE-,3,109.38,42303-SE- -> 1299-SE- -> 1257-SE-AB -> 199998-BE-
199772-ES-,3223-RO-,3,497.13,199772-ES- -> 3262-ES-CT -> 1299-SE- -> 3223-RO-
43413-CZ-10,196997-DK-84,3,538.59,43413-CZ-10 -> 4455-FR- -> 3292-DK-82 -> 196997-DK-84
60153-DK-,24833-DE-NW,3,474.14,60153-DK- -> 3292-DK-82 -> 3320-DE-BW -> 24833-DE-NW
200086-DE-NI,20853-PL-,3,932.0700000000002,200086-DE-NI -> 5405-AT-9 -> 1299-SE- -> 20853-PL-
51040-SE-,398826-DE-HE,3,327.66,51040-SE- -> 3399-SE-AB -> 3223-NL-NH -> 398826-DE-HE
200942-PT-,50698-CZ-42,3,777.71,200942-PT- -> 2860-PT-11 -> 4455-FR- -> 50698-CZ-42
209381-DK-85,35717-FR-,3,96.7,209381-DK-85 -> 3292-DK-82 -> 4455-FR- -> 35717-FR-
208019-IT-25,62044-NL-NH,3,393.52,208019-IT-25 -> 702-FR-IDF -> 1299-SE- -> 62044-NL-NH
21013-AT-,212563-SI-186,3,633.14,21013-AT- -> 1764-AT- -> 5603-SI-061 -> 212563-SI-186
44133-AT-,205306-FR-,3,239.98,44133-AT- -> 1764-AT- -> 1299-SE- -> 205306-FR-
29605-FR-,12843-DE-,3,255.8,29605-FR- -> 5511-FR- -> 1299-SE- -> 12843-DE-
9171-DK-84,203441-DE-,3,474.14,9171-DK-84 -> 3292-DK-82 -> 3320-DE-BW -> 203441-DE-
210892-SE-,1136-NL-ZH,3,138.94,210892-SE- -> 1299-SE- -> 5511-FR- -> 1136-NL-ZH
61277-LV-RIX,25321-CZ-,3,1064.05,61277-LV-RIX -> 1299-SE- -> 5610-CZ-10 -> 25321-CZ-
25467-HR-21,34471-ES-VC,3,519.15,25467-HR-21 -> 5603-SI-061 -> 4455-FR- -> 34471-ES-VC
25152-NL-NH,61346-NL-,3,456.92,25152-NL-NH -> 1103-NL- -> 1136-NL-GE -> 61346-NL-
1955-HU-BZ,15827-LV-RIX,3,449.74,1955-HU-BZ -> 1299-SE- -> 5518-LV- -> 15827-LV-RIX
50319-SE-,41969-DE-,3,424.04,50319-SE- -> 1299-SE- -> 680-DE- -> 41969-DE-
204863-SE-O,50273-SE-,3,5.64,204863-SE-O -> 1257-SE-AB -> 3301-SE-AB -> 50273-SE-
15590-DE-,25122-FR-,3,444.52,15590-DE- -> 3320-DE-BW -> 1299-SE- -> 25122-FR-
12844-FR-PDL,206266-DE-HH,3,465.0,12844-FR-PDL -> 5410-FR-ARA -> 3320-DE-BW -> 206266-DE-HH
212537-SK-,60154-NL-NH,3,554.3000000000001,212537-SK- -> 5578-SK- -> 1299-SE- -> 60154-NL-NH
212346-FR-,204988-DK-85,3,96.70000000000002,212346-FR- -> 4455-FR- -> 3292-DK-82 -> 204988-DK-85
203080-CZ-,20853-PL-,3,1098.79,203080-CZ- -> 702-FR-IDF -> 1299-SE- -> 20853-PL-
44444-DE-HE,20983-PL-,3,1435.44,44444-DE-HE -> 1299-SE- -> 5617-PL-02 -> 20983-PL-
29024-SE-,24845-DE-BY,3,424.04,29024-SE- -> 2119-SE-AB -> 3209-DE-BW -> 24845-DE-BY
49234-DE-BE,12479-ES-AN,3,556.77,49234-DE-BE -> 3320-DE-BW -> 5511-FR- -> 12479-ES-AN
12453-AT-3,51821-SE-,3,112.57,12453-AT-3 -> 1299-SE- -> 1257-SE-AB -> 51821-SE-
205046-DE-,56540-PL-,3,1034.34,205046-DE- -> 680-DE- -> 1299-SE- -> 56540-PL-
42673-PL-18,208906-CZ-72,3,1540.68,42673-PL-18 -> 1299-SE- -> 5610-CZ-10 -> 208906-CZ-72
60169-DE-,29373-DE-,3,633.24,60169-DE- -> 1299-SE- -> 3320-DE-BW -> 29373-DE-
34154-DE-,29244-BG-02,3,586.22,34154-DE- -> 5405-AT-9 -> 1299-SE- -> 29244-BG-02
41504-DE-,39808-IT-72,3,678.6200000000001,41504-DE- -> 3320-DE-BW -> 1299-SE- -> 39808-IT-72
204990-DE-HB,1267-IT-,3,678.6200000000001,204990-DE-HB -> 3320-DE-BW -> 1299-SE- -> 1267-IT-
205195-IT-,265840-SE-,3,514.8,205195-IT- -> 1267-IT- -> 1299-SE- -> 265840-SE-
58011-FR-ARA,21176-IT-,3,535.28,58011-FR-ARA -> 1299-SE- -> 1267-IT- -> 21176-IT-
49763-FR-IDF,398149-FR-,3,67.08,49763-FR-IDF -> 5511-FR- -> 1299-SE- -> 398149-FR-
28919-AT-7,35822-PT-,3,422.27,28919-AT-7 -> 4455-FR- -> 2860-PT-11 -> 35822-PT-
204028-DE-,42310-IE-M,3,858.77,204028-DE- -> 3209-DE-BW -> 4455-FR- -> 42310-IE-M
48145-DE-,11506-DE-HE,3,530.97,48145-DE- -> 5405-AT-9 -> 1299-SE- -> 11506-DE-HE
205671-PL-,205627-DE-,3,1435.44,205671-PL- -> 5617-PL-02 -> 1299-SE- -> 205627-DE-
30787-DE-HE,202395-SE-,3,424.0400000000001,30787-DE-HE -> 3320-DE-BW -> 1299-SE- -> 202395-SE-
197325-LV-041,20904-FI-14,3,283.74000000000007,197325-LV-041 -> 5518-LV- -> 1299-SE- -> 20904-FI-14
39737-RO-,24619-PL-14,3,1493.23,39737-RO- -> 1299-SE- -> 5617-PL-02 -> 24619-PL-14
199236-AT-,39944-NL-NH,3,352.8,199236-AT- -> 1764-AT- -> 4455-FR- -> 39944-NL-NH
58111-DK-,51567-DE-HE,3,474.14,58111-DK- -> 3292-DK-82 -> 3320-DE-BW -> 51567-DE-HE
198115-PL-,265840-SE-,3,1226.2400000000002,198115-PL- -> 5617-PL-02 -> 1299-SE- -> 265840-SE-
12941-DE-SL,43455-DE-,3,633.24,12941-DE-SL -> 1299-SE- -> 3320-DE-BW -> 43455-DE-
50462-DE-BW,202671-SE-O,3,424.0400000000001,50462-DE-BW -> 3320-DE-BW -> 1257-SE-AB -> 202671-SE-O
60781-NL-NH,34154-DE-,3,434.59,60781-NL-NH -> 1299-SE- -> 5405-AT-9 -> 34154-DE-
59949-HU-,205660-DE-,3,600.8,59949-HU- -> 1299-SE- -> 3209-DE-BW -> 205660-DE-
198263-PL-12,35432-CY-01,3,1851.98,198263-PL-12 -> 5617-PL-02 -> 1299-SE- -> 35432-CY-01
203953-DK-84,20552-PL-30,3,666.0400000000001,203953-DK-84 -> 3292-DK-82 -> 1299-SE- -> 20552-PL-30
43467-DE-,38914-DE-HE,3,633.24,43467-DE- -> 1299-SE- -> 3320-DE-BW -> 38914-DE-HE
60447-BG-,22683-NL-,3,403.39,60447-BG- -> 1299-SE- -> 5400-FR-IDF -> 22683-NL-
34330-PL-,201568-HU-BU,3,926.0,34330-PL- -> 4455-FR- -> 2686-NL- -> 201568-HU-BU
62086-DE-,8692-AT-,3,637.9000000000001,62086-DE- -> 5430-DE- -> 1764-AT- -> 8692-AT-
202217-DE-,51046-IE-L,3,858.77,202217-DE- -> 3320-DE-BW -> 5400-FR-IDF -> 51046-IE-L
204920-DK-,16001-DE-RP,3,474.14,204920-DK- -> 3292-DK-82 -> 3320-DE-BW -> 16001-DE-RP
3342-DK-,58106-DE-BW,3,449.09,3342-DK- -> 1299-SE- -> 3320-DE-BW -> 58106-DE-BW
11506-DE-HE,20763-PL-10,3,1435.44,11506-DE-HE -> 1299-SE- -> 5617-PL-02 -> 20763-PL-10
198439-AT-,198898-IT-25,3,728.6600000000001,198439-AT- -> 1764-AT- -> 1267-IT- -> 198898-IT-25
35415-NL-,39133-PL-14,3,1339.06,35415-NL- -> 1299-SE- -> 5617-PL-02 -> 39133-PL-14
197639-DE-BW,44914-PL-22,3,1034.34,197639-DE-BW -> 3320-DE-BW -> 1299-SE- -> 44914-PL-22
204302-SE-AB,3166-SE-O,3,5.64,204302-SE-AB -> 3301-SE-AB -> 1257-SE-AB -> 3166-SE-O
34439-DE-,34670-DK-84,3,474.14,34439-DE- -> 3320-DE-BW -> 3292-DK-82 -> 34670-DK-84
12312-DE-NW,198217-SE-AB,3,214.84,12312-DE-NW -> 1299-SE- -> 1257-SE-AB -> 198217-SE-AB
2834-SE-C,6830-PL-14,3,640.99,2834-SE-C -> 1653-SE- -> 2603-DK- -> 6830-PL-14
207137-IT-,205671-PL-,3,1480.8200000000002,207137-IT- -> 1299-SE- -> 5617-PL-02 -> 205671-PL-
60509-RO-,28716-IT-25,3,794.1999999999999,60509-RO- -> 5606-RO- -> 1299-SE- -> 28716-IT-25
209830-DE-BE,20740-DE-HE,3,653.72,209830-DE-BE -> 3320-DE-BW -> 702-FR-IDF -> 20740-DE-HE
205887-DE-,48328-DE-,3,633.24,205887-DE- -> 3209-DE-BW -> 1299-SE- -> 48328-DE-
207592-DE-,42390-SE-AB,3,424.0400000000001,207592-DE- -> 680-DE- -> 1299-SE- -> 42390-SE-AB
39170-DE-HE,203148-BE-,3,527.7800000000001,39170-DE-HE -> 3209-DE-BW -> 1299-SE- -> 203148-BE-
39052-SE-E,44447-SE-BD,3,5.64,39052-SE-E -> 2119-SE-AB -> 1257-SE-AB -> 44447-SE-BD
8648-DE-NW,212082-DE-HE,3,536.86,8648-DE-NW -> 1299-SE- -> 3223-NL-NH -> 212082-DE-HE
8528-FR-IDF,198710-DE-,3,255.8,8528-FR-IDF -> 5511-FR- -> 1299-SE- -> 198710-DE-
42390-SE-AB,43459-RO-IF,3,539.6199999999999,42390-SE-AB -> 1299-SE- -> 5606-RO- -> 43459-RO-IF
35351-RO-HR,197075-IT-25,3,794.1999999999999,35351-RO-HR -> 5606-RO- -> 1299-SE- -> 197075-IT-25
39771-FR-,59951-SE-W,3,26.12,39771-FR- -> 1299-SE- -> 3301-SE-AB -> 59951-SE-W
13042-AT-3,209578-SE-D,3,219.5,13042-AT-3 -> 1764-AT- -> 1299-SE- -> 209578-SE-D
211727-DE-HH,44002-CZ-10,3,886.4100000000001,211727-DE-HH -> 3209-DE-BW -> 1299-SE- -> 44002-CZ-10
210044-DE-HE,60824-DE-,3,842.44,210044-DE-HE -> 3320-DE-BW -> 553-DE-BW -> 60824-DE-
9088-SE-,1103-NL-NH,3,143.51,9088-SE- -> 1653-SE- -> 2603-DK- -> 1103-NL-NH
200990-HR-,54253-DE-NW,3,562.76,200990-HR- -> 5391-HR-21 -> 1299-SE- -> 54253-DE-NW
50061-DE-,134536-NL-,3,440.48,50061-DE- -> 1299-SE- -> 2686-NL- -> 134536-NL-
207166-SE-,24637-DE-NW,3,424.04,207166-SE- -> 1257-SE-AB -> 3320-DE-BW -> 24637-DE-NW
51083-FR-,43655-ES-MD,3,271.1,51083-FR- -> 4455-FR- -> 3262-ES-CT -> 43655-ES-MD
44535-PL-10,34594-HR-21,3,1400.2000000000005,44535-PL-10 -> 5617-PL-02 -> 1299-SE- -> 34594-HR-21
201446-ES-MD,197240-ES-,3,342.96,201446-ES-MD -> 3223-NL-NH -> 1299-SE- -> 197240-ES-
200275-DE-RP,56540-PL-14,3,1034.34,200275-DE-RP -> 3320-DE-BW -> 1299-SE- -> 56540-PL-14
12693-DE-MV,62336-DE-SH,3,633.24,12693-DE-MV -> 3209-DE-BW -> 1299-SE- -> 62336-DE-SH
47791-FI-18,196622-HR-14,3,364.3200000000001,47791-FI-18 -> 1299-SE- -> 5391-HR-21 -> 196622-HR-14
51164-FI-,49659-SK-,4,464.41,51164-FI- -> 1759-FI-18 -> 1299-SE- -> 5578-SK- -> 49659-SK-
60153-DK-,34780-GR-I,4,736.53,60153-DK- -> 3292-DK-82 -> 4455-FR- -> 1241-GR-B -> 34780-GR-I
25111-DK-84,208500-DE-,4,475.55,25111-DK-84 -> 3308-DK-84 -> 1299-SE- -> 3320-DE-BW -> 208500-DE-
197436-SE-BD,206418-DK-84,4,57.150000000000006,197436-SE-BD -> 1257-SE-AB -> 1299-SE- -> 3308-DK-84 -> 206418-DK-84
49215-IT-34,59822-DE-,4,934.61,49215-IT-34 -> 1267-IT- -> 1299-SE- -> 3320-DE-BW -> 59822-DE-
211451-EE-,48690-PL-,4,1261.71,211451-EE- -> 1257-SE-AB -> 1299-SE- -> 5617-PL-02 -> 48690-PL-
11621-DE-BY,202003-RO-,4,770.7099999999999,11621-DE-BY -> 702-FR-IDF -> 1299-SE- -> 5606-RO- -> 202003-RO-
197436-SE-BD,202547-SI-039,4,629.89,197436-SE-BD -> 1257-SE-AB -> 3320-DE-BW -> 5603-SI-061 -> 202547-SI-039
210731-DK-83,21014-IT-62,4,591.36,210731-DK-83 -> 1835-DK- -> 2603-DK- -> 1267-IT- -> 21014-IT-62
1882-SE-,42249-DE-NW,4,261.78000000000003,1882-SE- -> 1653-SE- -> 2603-DK- -> 5400-FR-IDF -> 42249-DE-NW
198737-FI-,20751-AT-3,4,242.43,198737-FI- -> 1759-FI-18 -> 1299-SE- -> 1764-AT- -> 20751-AT-3
205332-IT-25,56993-SI-123,4,884.47,205332-IT-25 -> 1299-SE- -> 3320-DE-BW -> 5603-SI-061 -> 56993-SI-123
210492-FR-IDF,208457-PT-,4,525.95,210492-FR-IDF -> 1299-SE- -> 3320-DE-BW -> 2860-PT-11 -> 208457-PT-
210249-DE-,216263-EE-68,4,493.5700000000001,210249-DE- -> 3320-DE-BW -> 1299-SE- -> 3249-EE-37 -> 216263-EE-68
198737-FI-,34432-DE-,4,350.59000000000003,198737-FI- -> 1759-FI-18 -> 1299-SE- -> 3223-NL-NH -> 34432-DE-
207950-HU-BU,39727-SI-061,4,983.41,207950-HU-BU -> 5483-HU-BU -> 3320-DE-BW -> 5603-SI-061 -> 39727-SI-061
201951-AT-,50904-SE-,4,220.91,201951-AT- -> 1764-AT- -> 1299-SE- -> 3301-SE-AB -> 50904-SE-
57249-PL-14,1942-FR-ARA,4,1289.0900000000004,57249-PL-14 -> 5617-PL-02 -> 5511-FR- -> 2200-FR- -> 1942-FR-ARA
41028-RO-AR,24786-DE-,4,959.43,41028-RO-AR -> 5606-RO- -> 1299-SE- -> 3320-DE-BW -> 24786-DE-
3917-NL-NH,57532-SI-103,4,666.8100000000001,3917-NL-NH -> 2686-NL- -> 4455-FR- -> 5603-SI-061 -> 57532-SI-103
44419-HU-PE,44700-DE-,4,682.59,44419-HU-PE -> 5483-HU-BU -> 3223-NL-NH -> 1299-SE- -> 44700-DE-
35625-FR-HDF,57395-DE-,4,277.69,35625-FR-HDF -> 3215-FR- -> 5511-FR- -> 1299-SE- -> 57395-DE-
41136-SE-D,211731-CZ-64,4,931.79,41136-SE-D -> 1257-SE-AB -> 1299-SE- -> 5610-CZ-10 -> 211731-CZ-64
207684-PL-26,205195-IT-52,4,1736.8100000000002,207684-PL-26 -> 5617-PL-02 -> 1299-SE- -> 1267-IT- -> 205195-IT-52
16001-DE-,43065-SE-X,4,425.4500000000001,16001-DE- -> 3320-DE-BW -> 1299-SE- -> 3301-SE-AB -> 43065-SE-X
38981-RO-,60608-EE-,4,609.15,38981-RO- -> 5606-RO- -> 1299-SE- -> 3249-EE-37 -> 60608-EE-
41242-FI-,2799-SE-,4,28.57,41242-FI- -> 1759-FI-18 -> 1299-SE- -> 3301-SE-AB -> 2799-SE-
8763-DE-,47515-AT-9,4,639.3100000000001,8763-DE- -> 5539-DE- -> 1299-SE- -> 1764-AT- -> 47515-AT-9
205664-SE-AB,60686-FR-,4,181.31,205664-SE-AB -> 2686-NL- -> 5511-FR- -> 3215-FR- -> 60686-FR-
47499-LV-,44194-DE-RP,4,590.5200000000001,47499-LV- -> 5518-LV- -> 1299-SE- -> 5405-AT-9 -> 44194-DE-RP
199711-CZ-52,28998-PT-13,4,1241.49,199711-CZ-52 -> 2852-CZ-10 -> 4455-FR- -> 2860-PT-11 -> 28998-PT-13
199215-SE-O,61094-HR-05,4,293.83000000000004,199215-SE-O -> 1257-SE-AB -> 1299-SE- -> 3223-NL-NH -> 61094-HR-05
204302-SE-AB,208019-IT-,4,282.11,204302-SE-AB -> 3301-SE-AB -> 1299-SE- -> 702-FR-IDF -> 208019-IT-
47736-EE-,202111-SE-,4,75.16999999999999,47736-EE- -> 3249-EE-37 -> 1299-SE- -> 3301-SE-AB -> 202111-SE-
204847-SE-AB,208338-EE-68,4,75.16999999999999,204847-SE-AB -> 3301-SE-AB -> 1299-SE- -> 3221-EE-37 -> 208338-EE-68
21595-NL-NH,48473-SK-,4,576.19,21595-NL-NH -> 702-FR-IDF -> 1299-SE- -> 5578-SK- -> 48473-SK-
201185-AT-9,44535-PL-,4,1441.5100000000002,201185-AT-9 -> 1764-AT- -> 1299-SE- -> 5617-PL-02 -> 44535-PL-
20588-DE-BE,206804-EE-37,4,459.5100000000001,20588-DE-BE -> 680-DE- -> 1299-SE- -> 1257-SE-AB -> 206804-EE-37
202810-DE-BW,197479-PL-14,4,1646.0500000000002,202810-DE-BW -> 3320-DE-BW -> 1299-SE- -> 5617-PL-02 -> 197479-PL-14
201066-DE-,50583-FR-,4,364.14,201066-DE- -> 5405-AT-9 -> 1299-SE- -> 5511-FR- -> 50583-FR-
198696-PL-30,42697-DK-,4,1277.7500000000002,198696-PL-30 -> 5617-PL-02 -> 1299-SE- -> 3292-DK-82 -> 42697-DK-
8908-FR-,204273-FR-,4,88.97,8908-FR- -> 3215-FR- -> 5511-FR- -> 1299-SE- -> 204273-FR-
1835-DK-,199250-PL-22,4,1277.75,1835-DK- -> 2603-DK- -> 1299-SE- -> 5617-PL-02 -> 199250-PL-22
201568-FR-,209291-DK-84,4,102.68,201568-FR- -> 1299-SE- -> 2603-DK- -> 1835-DK- -> 209291-DK-84
48815-IT-21,15415-DE-,4,792.85,48815-IT-21 -> 3223-NL-NH -> 1299-SE- -> 3209-DE-BW -> 15415-DE-
199541-NL-NH,205403-SI-012,4,763.19,199541-NL-NH -> 5400-FR-IDF -> 3320-DE-BW -> 5603-SI-061 -> 205403-SI-012
208678-FR-PAC,62087-SE-,4,68.49,208678-FR-PAC -> 3215-FR- -> 5511-FR- -> 1299-SE- -> 62087-SE-
29276-SI-151,158-SE-,4,629.8899999999999,29276-SI-151 -> 5603-SI-061 -> 3320-DE-BW -> 1299-SE- -> 158-SE-
31241-BE-,47706-DE-,4,642.01,31241-BE- -> 3223-NL-NH -> 1299-SE- -> 3320-DE-BW -> 47706-DE-
211884-SI-140,25365-HR-,4,977.81,211884-SI-140 -> 5603-SI-061 -> 3320-DE-BW -> 5391-HR-21 -> 25365-HR-
208849-DE-BB,51108-RO-B,4,959.43,208849-DE-BB -> 3209-DE-BW -> 1299-SE- -> 5606-RO- -> 51108-RO-B
47223-PL-,206258-SE-,4,1227.6500000000003,47223-PL- -> 5617-PL-02 -> 1299-SE- -> 1257-SE-AB -> 206258-SE-
44477-NL-NH,206377-SE-H,4,144.92,44477-NL-NH -> 3342-DK- -> 1299-SE- -> 1257-SE-AB -> 206377-SE-H
44549-SI-,60144-NL-,4,742.7099999999999,44549-SI- -> 5603-SI-061 -> 3320-DE-BW -> 1299-SE- -> 60144-NL-
29494-DE-MV,210648-SE-,4,445.93000000000006,29494-DE-MV -> 3209-DE-BW -> 4455-FR- -> 3399-SE-AB -> 210648-SE-
31328-FR-,62024-EE-37,4,208.47,31328-FR- -> 2686-NL- -> 1299-SE- -> 3221-EE-37 -> 62024-EE-37
28685-NL-GE,31599-PL-,4,1473.77,28685-NL-GE -> 1136-NL-GE -> 5511-FR- -> 5617-PL-02 -> 31599-PL-
