source_as,target_as,path_length
205308-PL-18,5603-SI-070,4
264693-CO-CAU,6167-US-CA,4
37963-CN-GD,56467-GB-,4
30029-US-OK,207322-SE-,4
9459-KR-11,17060-US-,4
31200-RU-NVS,21464-GB-ENG,4
134368-HK-,8151-MX-JAL,4
140061-CN-,29063-BE-,4
33442-CZ-64,36365-US-NY,4
37014-BW-GA,44477-DE-HE,4
7715-TH-,3320-DE-BY,4
150710-AU-NSW,9808-CN-,4
44477-JP-13,133377-PH-,4
393594-US-,7713-ID-JI,4
16625-ES-MD,40339-GB-,4
54434-US-NM,17553-ID-BT,4
20115-US-SC,922-DE-BW,4
212466-IL-D,4249-GB-ENG,4
1136-NL-ZH,2504-JP-,4
3215-FR-,2385-KR-48,4
395930-US-PA,1715-FR-,4
37501-ZA-GP,36574-US-SC,4
43703-RO-,17906-AU-VIC,4
30722-IT-25,14609-US-,4
16625-NL-NH,210909-US-,4
27983-AR-V,149431-SG-,4
140610-SG-,4771-NZ-AUK,4
13156-PT-15,25182-NL-UT,4
19233-US-HI,16625-DE-HE,4
135474-ID-,17858-KR-11,4
55564-AU-,9924-TW-TXG,4
3352-ES-MD,48349-RU-,4
3303-CH-AG,23817-JP-15,4
29863-US-,16625-US-VA,4
17816-CN-GD,64032-ID-,4
17865-KR-,3215-FR-ARA,4
62886-US-IA,749-US-,4
25252-SE-,2510-JP-,4
8167-BR-GO,49044-SK-,4
27650-CO-CAU,7155-US-WA,4
17576-KR-50,16625-US-VA,4
32410-US-MA,17506-JP-14,4
132879-TH-,7922-US-IN,4
16625-US-TX,395584-US-,4
149931-ID-JK,138195-CN-,4
2907-JP-13,27365-US-,4
46049-ID-JT,749-US-,4
9159-FR-IDF,64277-US-NY,4
749-US-,61146-SE-X,4
17799-CN-,139710-PH-40,4
16625-SG-,400381-US-TX,4
17858-KR-11,400255-US-NJ,4
16625-ES-MD,264625-AR-B,4
37963-CN-SH,136972-AU-QLD,4
224-NO-30,7384-US-TX,4
205668-NL-NH,134762-CN-,4
30679-US-,36884-MA-04,4
30722-IT-25,200627-RU-,4
4713-JP-,23093-US-,4
30336-CA-QC,37963-CN-BJ,4
1932-US-NY,9658-PH-00,4
749-US-,8819-PL-14,4
9812-CN-,396184-CA-,4
4249-GB-ENG,205862-FR-IDF,4
200911-BE-,209-US-CO,4
6167-US-FL,9632-KR-41,4
208817-PL-08,749-US-,4
36884-MA-07,59780-CH-,4
4739-AU-NT,2914-JP-,4
9919-TW-,393669-US-CA,4
16625-JP-13,44994-FR-,4
8612-IT-25,7377-US-CA,4
30850-GR-,28198-BR-MG,4
34516-GR-,16504-US-TX,4
210258-GB-ENG,16625-US-WA,4
136980-NZ-,749-US-,4
49905-RU-,17858-KR-11,4
209430-PL-14,5650-US-CA,4
7738-BR-MG,24463-AU-NSW,4
6167-US-IL,202666-NL-,4
23969-TH-10,15380-CZ-10,4
16625-DE-HE,213338-IT-62,4
32906-IL-M,51964-SG-,4
51964-IE-,60922-GB-ENG,4
10846-US-IL,15827-LV-RIX,4
6805-DE-BE,24134-CN-,4
3352-ES-AN,27609-US-CA,4
49450-RU-MOW,4249-GB-ENG,4
200978-DE-HH,17858-KR-41,4
17858-KR-11,52787-BR-MG,4
13464-US-NY,6810-IL-M,4
57350-PT-,2914-GB-,4
61317-US-IL,16625-SG-,4
3352-ES-CT,132370-AU-QLD,4
376-CA-,31087-IT-52,4
16625-US-TX,400771-US-,4
12400-IL-M,38216-AU-,4
393886-US-FL,44477-SE-AB,4
41475-RU-,16625-DE-HE,4
398808-US-NC,55960-CN-HN,4
51964-SG-,26189-US-TX,4
40849-US-KY,4739-AU-SA,4
16371-ES-,12389-RU-SPE,4
11847-US-ME,9408-AU-WA,4
16625-FR-IDF,16633-GB-ENG,4
204847-SE-AB,10796-US-OH,4
16625-JP-13,4393-US-,4
43259-GB-ENG,8362-FR-GES,4
16625-US-IL,10063-KR-,4
749-US-,922-DE-BY,4
395139-US-NY,2269-FR-,4
4739-AU-WA,14148-US-,4
6167-US-FL,327901-ZA-GP,4
23229-CA-QC,9808-CN-,4
39727-SI-061,4847-CN-BJ,4
21334-HU-BU,24261-JP-,4
61712-BR-MG,8048-VE-,4
22586-US-GA,4739-AU-,4
19615-US-FL,5619-NO-03,4
36004-CA-NB,13043-DE-,4
399802-US-,6167-US-,4
16625-US-IL,32696-US-,4
29709-US-OH,23820-JP-13,4
398719-US-MS,13940-US-CA,4
210684-FR-,6834-DK-84,4
7029-US-PA,59103-JP-,4
212337-GR-G,4713-JP-,4
15169-US-,203261-PL-30,4
4739-AU-VIC,37519-ZA-KZN,4
237-US-,395514-US-MI,4
19760-US-TX,68-US-,4
37693-TN-,207311-PL-20,4
3215-FR-IDF,35351-RO-HR,4
51964-GB-ENG,7029-US-KY,4
35805-GE-TB,131923-JP-34,4
7667-JP-,16625-US-FL,4
1289-US-NY,55422-AU-,4
23779-JP-,680-DE-NW,4
46460-US-,4835-CN-,4
38398-KR-,1256-US-,4
265606-MX-SLP,147082-ID-,4
11378-US-CO,210542-PH-00,4
16478-US-PA,28573-BR-SP,4
16625-US-CA,262851-BR-MG,4
58542-CN-TJ,132805-SG-,4
22350-US-SC,51964-SG-,4
15557-FR-ARA,138003-TH-,4
6167-US-IN,47273-PL-12,4
9299-PH-03,372-US-,4
17931-JP-13,36375-US-MI,4
399743-CA-ON,3215-FR-,4
12389-RU-SPE,206075-NL-LI,4
47754-FR-,51964-IE-,4
38389-KR-,24835-EG-C,4
264291-BR-SC,31117-SK-ZI,4
32027-US-,16071-FR-,4
15063-US-,8402-RU-MOW,4
16625-US-FL,23354-US-,4
16625-US-CA,32931-US-,4
749-US-,207232-BE-VLG,4
4780-TW-,37992-TH-10,4
396086-US-MA,28917-RU-,4
4739-AU-NT,19855-US-TX,4
10377-US-,6713-MA-06,4
33363-US-FL,266269-BR-PE,4
34156-DE-HE,7018-US-FL,4
16625-US-WA,41803-BG-,4
58563-CN-HB,397896-CA-QC,4
45899-VN-SG,20983-PL-,4
2856-GB-ENG,396155-US-TX,4
749-US-,204847-SE-AB,4
8135-US-GA,2906-US-CA,4
328266-ZA-WC,14799-US-,4
4739-AU-QLD,30412-US-CA,4
16625-GB-ENG,10790-US-NY,4
394773-US-TN,16625-IT-25,4
34530-PL-,44477-SE-AB,4
27502-US-CA,6805-DE-BE,4
7922-US-CO,55379-JP-13,4
39812-RU-SVE,207496-RU-,4
9919-TW-,22598-US-TX,4
1221-AU-NSW,36323-US-,4
397473-US-TX,9674-TW-KHH,4
263771-VE-A,4538-CN-,4
23428-US-,749-US-,4
6812-GB-ENG,150666-HK-HCW,4
16625-ES-MD,38396-KR-41,4
12210-US-CA,3301-SE-M,4
135474-ID-,4739-AU-,4
17961-JP-18,10349-US-LA,4
9808-CN-,262897-BR-SP,4
26254-US-,1213-IE-L,4
142111-US-VA,198222-GB-,4
22394-US-,201698-DE-,4
38706-KR-,3215-FR-IDF,4
36603-US-KY,6167-US-TX,4
12093-CA-ON,9812-CN-,4
7552-VN-HN,4155-US-NJ,4
55430-SG-,29345-LV-,4
43408-GB-,17623-CN-,4
9824-JP-14,132619-AU-WA,4
701-US-NJ,210196-LU-CA,4
209-US-ID,44358-DE-,4
33873-DE-,9316-KR-,4
60175-DE-BW,51964-HK-,4
24173-VN-,45327-US-,4
11550-US-IN,9802-CN-,4
14103-US-MI,9674-TW-KHH,4
60333-GB-,6713-MA-04,4
23808-JP-13,11172-MX-MEX,4
9919-TW-,31922-US-NY,4
136757-AU-,16625-DE-HE,4
17937-JP-,3352-ES-AN,4
36992-EG-C,44043-RO-,4
37168-ZA-GP,59448-HU-,4
22394-US-,207228-RU-,4
394877-US-NJ,16625-US-TX,4
270-US-MD,4766-KR-,4
9919-TW-TPE,42390-DE-BY,4
224-NO-03,54526-US-GA,4
16625-US-VA,205254-IQ-,4
36992-EG-C,262930-CO-DC,4
19901-US-TX,60314-ES-,4
15962-SK-BC,45727-ID-JK,4
11659-US-KS,3352-ES-MD,4
12580-PL-,25512-CZ-80,4
7922-US-IN,132482-TH-,4
1221-AU-NSW,49142-CZ-10,4
52888-BR-,7029-US-KY,4
1103-NL-,26898-US-,4
394759-US-,271840-EC-X,4
41373-GB-ENG,4837-CN-,4
16625-US-VA,2152-US-CA,4
18881-BR-BA,50501-GR-,4
766-ES-VC,8694-NL-ZH,4
3352-ES-AN,131960-JP-,4
4739-AU-,39104-FR-,4
150494-ID-SU,6167-US-CA,4
18779-US-,61328-EE-37,4
137234-AU-VIC,4812-CN-SH,4
201178-TR-34,40497-US-MN,4
18442-US-NJ,16625-US-WA,4
11094-US-,16895-US-CA,4
14340-GB-ENG,201246-FR-IDF,4
54982-US-CA,44477-CH-BE,4
45362-KR-,9809-CN-,4
16625-GB-ENG,198198-HK-,4
25871-US-DC,16625-SG-,4
9808-CN-,13715-US-IN,4
6855-SK-PV,27941-CO-VAC,4
12843-DE-,24517-AU-NSW,4
212082-UZ-,62166-IT-45,4
328884-ZA-FS,4780-TW-TPE,4
7029-US-GA,9773-KR-11,4
55133-US-,749-US-,4
30931-US-,17055-US-UT,4
7029-US-GA,204322-GB-ENG,4
204990-DE-HB,16625-US-IL,4
7922-US-TN,9421-AU-,4
7155-FR-IDF,262930-CO-,4
3329-GR-I,48884-ES-CT,4
23844-CN-,9318-KR-41,4
209372-GB-ENG,292-US-,4
26950-US-,63783-JP-11,4
210482-DE-BE,19043-US-MD,4
6805-DE-HH,61390-RU-UD,4
32613-CA-QC,16625-ES-MD,4
151321-AU-VIC,8437-AT-3,4
398734-CA-QC,44477-SE-AB,4
231-US-MI,45881-AU-,4
26098-US-NC,16625-US-NJ,4
13480-US-VA,1103-NL-NH,4
6813-ES-,4760-HK-HCW,4
53215-BR-SP,17858-KR-11,4
15677-GB-SCT,9304-HK-HCW,4
3265-NL-FL,19840-US-MA,4
9916-TW-NWT,62248-EE-,4
37963-CN-ZJ,132808-AU-QLD,4
24835-EG-C,54803-US-NV,4
9824-JP-14,262213-CL-CO,4
37963-CN-BJ,198637-PL-14,4
36992-EG-C,23489-US-CA,4
141771-CN-HE,802-CA-,4
5713-ZA-WC,56000-CN-SH,4
803-CA-SK,197478-ES-AR,4
2708-MX-BCN,205212-CA-ON,4
4812-CN-,39343-IL-JM,4
61086-FR-,31898-US-VA,4
269988-CL-RM,7029-US-PA,4
45-US-,4812-CN-SH,4
45973-KR-11,12455-KE-30,4
41182-SI-159,138195-CN-,4
1136-NL-NH,20697-IT-,4
9919-TW-,46639-US-,4
34488-SI-151,6167-US-FL,4
33363-US-FL,198644-SI-,4
204095-CH-BE,24863-EG-C,4
264798-AR-B,9342-AU-VIC,4
22773-US-OK,54762-US-OH,4
17983-AU-VIC,8423-RO-B,4
199993-PT-,4134-CN-,4
6079-US-IL,268118-BR-RS,4
9096-AT-,4193-US-WA,4
3215-FR-IDF,32390-US-NY,4
9893-AU-VIC,49124-RU-,4
205793-DK-,1930-PT-15,4
3786-KR-41,203613-PL-02,4
3215-FR-,55032-US-CT,4
749-US-,38171-ID-BT,4
28685-NL-GE,46964-US-MA,4
1221-AU-NSW,265606-MX-SLP,4
17858-KR-41,204410-AT-6,4
150187-ID-,22561-US-MO,4
16625-FR-IDF,46924-US-SC,4
58652-JP-,7922-US-CO,4
16625-GB-ENG,328543-ZA-,4
136190-CN-,18191-AU-VIC,4
200373-CA-ON,21803-US-CO,4
7018-US-TX,149043-AU-QLD,4
8075-IN-MH,197999-AT-5,4
9591-JP-21,4760-HK-HCW,4
139785-AU-WA,7018-US-CA,4
262450-BR-RJ,9919-TW-NWT,4
208035-GB-,12389-RU-SPE,4
25136-BE-WAL,20115-US-WI,4
199352-IT-21,22773-US-AZ,4
16625-ES-MD,54442-CA-BC,4
9808-CN-,396486-CA-ON,4
9198-KZ-71,207186-LT-,4
29314-PL-14,4739-AU-SA,4
5089-GB-ENG,63615-CN-SH,4
43838-GB-ENG,45899-VN-SG,4
6855-SK-KI,262213-CL-CO,4
6124-US-NY,13213-GB-,4
270-US-MD,58149-DE-NW,4
22773-US-OK,44651-HU-BU,4
9919-TW-NWT,38642-JP-,4
37492-TN-11,24026-KR-,4
201183-IT-,7377-US-CA,4
49278-NO-30,37233-NE-8,4
27405-US-NH,42119-RU-SPE,4
395514-US-WI,749-US-,4
7018-US-CA,13849-US-,4
6830-CH-ZH,135381-TH-,4
29841-US-TX,16625-DE-HE,4
2119-NO-34,41035-US-,4
201976-ES-,8447-AT-2,4
701-US-VA,3917-NL-,4
2895-RU-,749-US-,4
16625-AU-NSW,5610-CZ-10,4
16625-US-VA,9849-KR-27,4
400497-US-MD,12741-PL-02,4
32162-US-PA,4812-CN-,4
7029-US-PA,199971-SI-061,4
51590-PL-22,4812-CN-,4
4812-CN-SH,56551-ES-,4
4713-JP-,394080-US-,4
16625-US-VA,25740-US-CA,4
44477-GB-ENG,6713-MA-06,4
9848-KR-,201123-RU-,4
17676-JP-14,264185-BR-RS,4
20115-US-NC,398441-US-GA,4
20619-RU-,4134-CN-GD,4
3741-ZA-GP,4739-AU-QLD,4
3295-DE-HE,16019-CZ-64,4
209001-HU-BK,3462-TW-TAO,4
4249-US-,36801-US-,4
749-US-,210300-PT-13,4
32906-US-MA,17623-CN-,4
46023-ID-BT,17858-KR-41,4
45537-TH-10,12479-ES-AN,4
16625-FR-IDF,2532-US-VA,4
18390-AU-VIC,46512-US-TN,4
54672-CA-,1835-DK-84,4
197930-FI-18,4249-US-,4
4812-CN-SH,29827-US-WA,4
131949-JP-,4812-CN-,4
15557-FR-ARA,204667-ES-CN,4
151191-NZ-AUK,9394-CN-,4
3209-DE-HE,139655-SG-,4
36410-US-,21826-VE-K,4
134548-US-,398006-CA-NL,4
197616-LV-JEL,35916-US-CA,4
8480-RU-,3352-ES-VC,4
28685-NL-NB,22394-US-,4
44682-RO-,24586-NL-,4
3301-SE-M,45207-AU-WA,4
44994-FR-IDF,4713-JP-,4
137968-AU-WA,209-US-MN,4
24357-CN-,54437-US-TX,4
9591-JP-29,7922-US-TN,4
27862-VE-A,36947-DZ-16,4
45752-TH-,12576-GB-ENG,4
61040-RU-,12479-ES-VC,4
3215-FR-IDF,196743-EE-,4
16625-US-FL,12849-IL-TA,4
6306-VE-,21339-GB-ENG,4
36603-US-KY,17858-KR-41,4
22950-CA-SK,29467-FR-GES,4
2607-SK-BL,30401-US-CO,4
16625-JP-13,10212-CN-,4
14017-US-TX,204290-DK-,4
27947-EC-P,131993-IN-KA,4
16625-US-NJ,200291-DE-,4
327849-ZA-GP,33363-US-FL,4
209-US-OR,28157-BR-RS,4
50484-NO-,9316-KR-41,4
26615-BR-GO,703-HK-HCW,4
134766-CN-,133419-AU-VIC,4
197997-BG-,20115-US-CA,4
9009-ES-MD,7588-TH-50,4
17858-KR-41,18128-JP-26,4
27951-CO-DC,9506-SG-,4
3352-ES-VC,41714-IL-TA,4
36794-US-OH,3352-ES-CT,4
37963-CN-BJ,44029-HU-BU,4
6805-DE-BW,204452-FI-,4
394219-US-NV,20343-US-CA,4
56533-GB-,6167-US-,4
202928-US-,7922-US-MI,4
2523-JP-,209-US-UT,4
39436-BE-,16625-US-VA,4
16625-US-TX,42312-DE-,4
132638-ID-JT,47377-BE-VLG,4
2518-JP-12,16104-SI-085,4
47446-DE-HH,44477-SE-AB,4
36884-MA-06,17766-AU-,4
4766-KR-41,208441-AT-3,4
203583-HU-CS,3352-ES-CN,4
23613-JP-,749-US-,4
137008-HK-,7922-US-WA,4
149440-US-CA,37963-CN-BJ,4
5518-LV-,16625-US-IL,4
16625-US-CA,396475-CA-AB,4
12148-US-SC,36992-EG-C,4
17506-JP-14,55142-US-MS,4
33361-CA-,51164-FI-,4
16625-GB-ENG,138945-AU-VIC,4
195-US-,16478-US-,4
209258-GB-ENG,9316-KR-28,4
46528-US-ID,174-US-CA,4
19843-US-CO,2907-JP-13,4
393585-US-OH,16625-FR-IDF,4
7018-US-FL,24069-AU-NSW,4
3209-DE-NW,782-FR-GES,4
396054-US-,16625-AU-NSW,4
15063-US-,7922-US-MI,4
30722-IT-62,131720-ID-,4
212225-DE-,4739-AU-SA,4
35350-US-GA,198610-RU-SPE,4
4780-TW-TAO,27731-CO-,4
23724-CN-,27735-CL-,4
12079-US-,56838-PL-10,4
54914-US-VA,17858-KR-11,4
268839-BR-,21826-VE-B,4
62218-RU-SPE,15516-DK-84,4
1103-NL-UT,16990-CL-RM,4
27957-VE-A,45062-CN-,4
210314-US-,1136-NL-UT,4
7552-VN-SG,26787-US-,4
18517-US-CT,31167-FR-IDF,4
10753-US-,46059-ID-,4
36992-EG-,39041-PL-,4
4205-US-,7018-US-,4
150438-AU-QLD,7922-US-CO,4
50123-FR-IDF,10846-US-IL,4
16625-AU-NSW,35965-US-AZ,4
3265-NL-FL,197564-SE-AB,4
26662-US-OR,213084-AT-,4
141229-AU-VIC,3215-FR-ARA,4
55260-US-GA,7018-US-,4
17506-JP-13,216130-IL-M,4
45537-TH-10,5400-NL-NH,4
24985-PL-,12302-RO-B,4
63548-CN-,8167-BR-PR,4
8535-PL-14,133414-AU-,4
4193-US-WA,8111-CA-,4
64280-US-,9808-CN-,4
749-US-,10343-US-,4
32460-US-NJ,9919-TW-NWT,4
611-CA-NB,204996-NO-18,4
5653-US-,213122-US-VA,4
22808-US-IL,16625-IT-25,4
16580-CA-,16625-US-FL,4
14739-US-IL,2269-FR-IDF,4
393598-CA-SK,20804-PL-,4
33602-CA-,267699-EC-L,4
9906-HK-,9121-TR-34,4
262210-PE-LAL,29926-US-GA,4
16625-US-IL,22262-US-IL,4
26341-US-NY,16625-NL-NH,4
63949-US-NJ,205403-SI-,4
58318-US-DE,9605-JP-13,4
7018-US-FL,210731-DK-,4
57117-ES-,17676-JP-13,4
36992-EG-,207518-RU-,4
50988-PL-12,5650-US-FL,4
211453-SE-O,3215-FR-IDF,4
44477-ES-MD,393844-US-OK,4
12389-RU-ALT,197470-SI-082,4
34183-AT-,37002-RE-,4
749-US-,15474-IS-1,4
3215-FR-IDF,131257-TH-84,4
11277-US-NJ,4249-GB-ENG,4
12322-FR-IDF,16373-ES-,4
205409-BE-,20940-US-IL,4
43477-CH-,327934-TN-,4
18881-BR-SC,205571-DE-NW,4
63634-CN-,4884-US-CA,4
19153-US-TN,17676-JP-14,4
23615-JP-12,56294-AU-VIC,4
16006-SK-KI,6805-DE-HH,4
210156-FR-NAQ,1101-NL-,4
12389-RU-SPE,203762-NL-ZH,4
18390-AU-VIC,263550-BR-BA,4
9308-CN-,12874-IT-25,4
7018-US-TX,200351-CA-,4
51066-AT-,6306-VE-A,4
21928-US-,150937-ID-JB,4
207568-EE-37,4780-TW-TXG,4
3136-US-WI,31167-FR-,4
37457-ZA-GP,207592-DE-NI,4
3215-FR-IDF,18373-KR-,4
200182-US-CA,22773-US-LA,4
9808-CN-,55845-AU-,4
18276-JP-27,7922-US-CA,4
17623-CN-GD,27877-AR-S,4
140006-ID-,7321-US-,4
396861-US-FL,231-US-MI,4
36566-US-PA,17858-KR-41,4
9342-AU-VIC,197311-RU-,4
27983-AR-E,2518-JP-13,4
15457-PT-30,10796-US-OH,4
139659-HK-,22394-US-,4
5378-GB-ENG,210731-DK-83,4
36884-MA-03,35013-RU-MOW,4
16625-US-GA,197085-GB-SCT,4
64241-US-WA,48037-NL-,4
211109-GR-B,4134-CN-,4
209998-SK-,21928-US-,4
16625-SG-,13882-US-CT,4
45079-CN-,36992-EG-C,4
30917-HU-BU,8151-MX-JAL,4
701-US-NJ,132482-TH-,4
27997-AR-X,9812-CN-,4
18081-JP-27,11710-US-NM,4
199589-ES-,135377-IN-MH,4
22794-NL-,9408-AU-QLD,4
134818-NZ-AUK,7922-US-MI,4
1226-US-CA,19428-GB-ENG,4
400383-US-CA,3562-US-,4
131159-JP-06,8683-US-,4
20115-US-AL,197999-AT-,4
22394-US-,19133-US-,4
11845-ZA-WC,134690-TH-10,4
2675-CA-ON,47708-SE-,4
12741-PL-14,45847-TH-,4
211313-RO-B,3215-FR-ARA,4
28097-EC-,22773-US-VA,4
17676-JP-27,25951-IN-,4
43259-GB-ENG,8048-VE-,4
11951-US-,16625-US-IL,4
55514-TH-,51964-IE-,4
14605-US-WV,239-CA-ON,4
9808-CN-,267120-BR-MG,4
13866-US-OR,37963-CN-BJ,4
291-US-TN,45376-KR-,4
18779-US-,43655-ES-CT,4
55379-JP-13,61337-GB-ENG,4
9835-TH-,55379-JP-13,4
1221-AU-QLD,56223-TH-,4
196773-FR-PAC,42120-HU-,4
17506-JP-13,43045-RU-MOW,4
4782-TW-YUN,35405-AU-,4
209-US-CO,38184-TH-,4
4677-JP-10,1853-AT-3,4
17421-TW-NWT,9835-TH-,4
24268-JP-22,16625-US-TX,4
8620-SK-,36375-US-MI,4
12479-ES-CT,60643-RU-,4
2637-US-GA,42854-HU-BU,4
7828-US-NY,9919-TW-NWT,4
44407-FR-IDF,20011-ZA-KZN,4
2799-SE-,29614-GH-AA,4
136261-SG-,16625-FR-IDF,4
263428-BR-,140979-CN-,4
62797-US-OH,1307-FR-IDF,4
20359-US-,2501-JP-13,4
9824-JP-13,63165-US-GA,4
209-US-UT,201529-GB-ENG,4
16625-US-FL,395862-US-AR,4
64212-US-NV,6306-VE-A,4
6167-US-CA,46042-ID-JB,4
36992-EG-,11659-US-KS,4
13266-NL-,18566-US-CA,4
21928-US-,198637-PL-14,4
3561-US-,398927-US-OK,4
16625-IT-25,35313-BH-13,4
134148-SG-,37130-ZA-WC,4
200990-HR-,17506-JP-14,4
196902-GB-ENG,18530-US-CA,4
37942-CN-,12849-IL-HA,4
35424-IE-,3352-ES-CT,4
37492-TN-,197835-IT-62,4
204615-SC-,12389-RU-,4
136167-CN-,4010-US-MD,4
38333-AU-,11686-US-TN,4
9323-KR-,29614-GH-AA,4
266849-US-,4780-TW-TXG,4
23669-AU-NSW,14383-US-,4
4713-JP-,20983-PL-02,4
42851-BE-BRU,701-US-MD,4
63156-US-NV,17858-KR-41,4
132676-ID-,36925-MA-06,4
7155-ES-MD,397604-US-NY,4
211276-IT-,211444-US-CA,4
9808-CN-,43547-RS-00,4
328434-ZA-,73-US-WA,4
7922-US-TX,213152-CZ-,4
60697-FR-IDF,2527-JP-27,4
4766-KR-11,202669-FR-IDF,4
16625-AU-NSW,16908-US-NY,4
209-US-AZ,132616-AU-VIC,4
749-US-,396345-US-VA,4
4739-AU-WA,31984-US-,4
22773-US-LA,43279-IT-,4
32537-US-MI,8612-IT-62,4
3786-KR-11,395991-CA-,4
131221-TH-21,9318-KR-41,4
6855-SK-ZI,208564-GB-,4
8437-AT-3,149446-AU-,4
10036-KR-41,1761-US-TX,4
12479-ES-CT,23826-JP-23,4
11237-CO-DC,39855-ES-MD,4
9394-CN-,28157-BR-,4
210081-PL-12,21928-US-,4
196731-DE-,7018-US-,4
141679-CN-,3265-NL-GE,4
9316-KR-11,3955-CA-ON,4
44651-HU-BU,17676-JP-13,4
701-US-NY,200775-US-,4
29575-GB-,2522-JP-13,4
3265-NL-GE,32489-CA-ON,4
2494-AT-3,9370-JP-,4
7922-US-CO,23615-JP-12,4
61328-EE-37,5650-US-FL,4
32537-SG-,376-CA-QC,4
21504-US-CA,231-US-MI,4
44358-DE-,28118-DO-01,4
199233-FR-NAQ,17676-JP-14,4
29016-GB-ENG,16625-AU-NSW,4
7155-FR-IDF,267748-CL-RM,4
3302-IT-52,23777-JP-13,4
38502-ID-,243-US-TX,4
131677-TW-,7545-AU-NSW,4
13746-US-,3209-DE-NW,4
57503-RU-,3352-ES-CT,4
10924-US-FL,7377-US-CA,4
35832-GB-ENG,4808-CN-BJ,4
133760-TH-,3462-TW-TXG,4
205046-DE-NW,18034-KR-,4
2860-PT-13,2021-BR-,4
147312-TH-,3209-DE-HE,4
2907-JP-,394800-US-OH,4
56223-TH-,5391-HR-21,4
140061-CN-,396951-US-TX,4
24287-JP-,7029-US-GA,4
16030-ES-CT,42663-LV-JEL,4
1103-NL-,17055-US-,4
9394-CN-,263491-BR-SP,4
24456-HK-,4249-GB-ENG,4
16625-US-FL,205545-GB-ENG,4
1221-AU-VIC,15776-US-,4
198492-IL-M,12353-PT-11,4
16761-US-,17506-JP-14,4
17766-AU-,49490-GB-,4
137-IT-52,64212-US-,4
53065-BR-PR,224-NO-42,4
7268-US-WI,3215-FR-IDF,4
7922-US-CO,136737-TH-10,4
48428-PL-10,3352-ES-MD,4
46690-US-CT,23805-JP-10,4
8895-SA-04,224-NO-46,4
55990-CN-,63249-US-SC,4
35223-LI-03,32067-US-MO,4
6568-BO-L,140075-TH-,4
38641-JP-27,17421-TW-NWT,4
10796-US-OH,28301-BR-,4
197727-NL-NH,16625-JP-13,4
8991-GR-M,45090-CN-,4
6932-US-MA,51532-RU-MOW,4
4739-AU-,29591-NL-,4
211444-US-NY,3209-DE-NW,4
22773-US-LA,13223-FR-,4
262210-PE-LMA,58850-CN-SH,4
138810-ID-JB,5432-BE-VLG,4
15557-FR-ARA,55992-CN-,4
3215-FR-,58436-SG-,4
11489-CA-,132514-TH-,4
16625-IT-25,34254-PL-12,4
17858-KR-41,37691-ZA-,4
45558-MM-,55960-CN-HN,4
27946-CL-,22773-US-NV,4
205308-PL-06,749-US-,4
26615-BR-RJ,203331-HU-,4
1729-SE-AB,142316-ID-,4
9808-CN-,329307-NG-,4
262441-BR-,15557-FR-IDF,4
7377-US-CA,59507-DE-,4
37963-CN-GD,9135-DE-NW,4
8317-RO-,42831-GB-ENG,4
208966-NO-18,9908-HK-HCW,4
